,Arabic,English
10,وَالْعِلْمُ يُرَادُ لِلْعَمَلِ كَمَا الْعَمَلُ يُرَادُ لِلنَّجَاةِ، فَإِذَا كَانَ الْعَمَلُ قَاصِرًا عَنِ الْعِلْمِ، كَانَ الْعِلْمُ كَلًّا عَلَى الْعَالِمِ، وَنَعُوذُ بِاللَّهِ مِنْ عِلْمٍ عَادَ كَلًّا، وَأَوْرَثَ ذُلًّا، وَصَارَ فِي رَقَبَةِ صَاحِبِهِ غَلًّا،,"Knowledge leads to action, just as action leads to salvation. So if the action falls short of the knowledge, then the knowledge becomes a burden upon the one who possesses it. And we seek refuge in Allaah from knowledge that turns into a burden, brings about humiliation, and becomes a shackle on the neck of the one who possesses it."
11,قَالَ بَعْضُ الْحُكَمَاءِ: الْعِلْمُ خَادِمُ الْعَمَلِ، وَالْعَمَلُ غَايَةُ الْعِلْمِ، فَلَوْلَا الْعَمَلُ لَمْ يُطْلَبْ عِلْمٌ وَلَوْلَا الْعِلْمُ لَمْ يُطْلَبْ عَمَلٌ، وَلَأَنْ أَدَعَ الْحَقَّ جَهْلًا بِهِ أَحَبُّ إِلَيَّ مِنْ أَنْ أَدَعَهُ زُهْدًا فِيهِ،,"Some of the wise people have said: “Knowledge is the servant of action” and “Action is the main objective of knowledge – so if it were not for action, knowledge would not be sought, and if it were not for knowledge, action would not be sought. And if I were to not follow the truth out of ignorance of it, that would be more beloved to me than if I were to not follow it out of intentionally abstaining from it.”"
12,وَقَالَ سَهْلُ بْنُ مُزَاحِمٍ: الْأَمْرُ أَضْيَقُ عَلَى الْعَالِمِ مِنْ عَقْدِ التِّسْعِينَ، مَعَ أَنَّ الْجَاهِلَ لَا يُعْذَرُ بِجَهَالَتِهِ، لَكِنَّ الْعَالِمَ أَشَدُّ عَذَابًا إِذَا تَرَكَ مَا عَلِمَ فَلَمْ يَعْمَلْ بِهِ،,"Sahl bin Muzaahim, may Allaah have mercy on him, said: “The matter is tighter upon a scholar than when one clenches his fist. Even though an ignorant person is not excused because of his ignorance, a scholar will still receive a greater punishment if he abandons what he has knowledge of and doesn’t act upon it.”"
13,قَالَ الشَّيْخُ: وَهَلْ أَدْرَكَ مِنَ السَّلَفِ الْمَاضِينَ الدَّرَجَاتِ الْعُلَى إِلَّا بِإِخْلَاصِ الْمُعْتَقَدِ، وَالْعَمَلِ الصَّالِحِ، وَالزُّهْدِ الْغَالِبِ فِي كُلِّ مَا رَاقَ مِنَ الدُّنْيَا. وَهَلْ وَصَلَ الْحُكَمَاءُ إِلَى السَّعَادَةِ الْعُظْمَى إِلَّا بِالتَّشْمِيرِ فِي السَّعْيِ، وَالرِّضَى بِالْمَيْسُورِ، وَبَذْلِ مَا فَضَلَ عَنِ الْحَاجَةِ لِلسَّائِلِ وَالْمَحْرُومِ؟,"So did those of our Salaf (predecessors) from the past reach the high levels that they did except through sincerity in Creed (Beliefs), righteous actions and overwhelming abstinence of the attractive features of this worldly life? And did the wise people reach the greatest level of success (that they did) except by working hard in their efforts, being pleased with little sustenance, and giving away any of their excess provisions to the poor and needy?"
14,وَهَلْ جَامِعُ كُتُبِ الْعِلْمِ إِلَّا كَجَامِعِ الْفِضَّةِ وَالذَّهَبِ؟ وَهَلِ الْمَنْهُومُ بِهَا إِلَّا كَالْحَرِيصِ الْجَشِعِ عَلَيْهِمَا؟ وَهَلِ الْمُغْرَمُ بِحُبِّهَا إِلَّا كَكَانِزِهُمَا؟,Is not the one who collects books of knowledge just like the one who collects gold and silver? Is not the one who has an intense craving for them just like the one who yearns and longs for gold and silver? Is not the one who is deeply in love with them just like the one who treasures gold and silver?
15,وَكَمَا لَا تَنْفَعُ الْأَمْوَالُ إِلَّا بِإِنْفَاقِهَا، كَذَلِكَ لَا تَنْفَعُ الْعُلُومُ إِلَّا لِمَنْ عَمِلَ بِهَا، وَرَاعَى وَاجِبَاتِهَا,"So just as there is no benefit in wealth unless it is spent, then likewise, there is no benefit in knowledge unless it is acted upon and its obligations carried out."
16,فَلْيَنْظُرِ امْرُؤٌ لِنَفْسِهِ، وَلْيَغْتَنِمْ وَقْتَهُ، فَإِنَّ الثَّوَاءَ قَلِيلٌ وَالرَّحِيلَ قَرِيبٌ، وَالطَّرِيقَ مَخُوفٌ، وَالِاغْتِرَارَ غَالِبٌ، وَالْخَطَرَ عَظِيمٌ، وَالنَّاقِدَ بَصِيرٌ، وَاللَّهُ تَعَالَى بِالْمِرْصَادِ، وَإِلَيْهِ الْمَرْجِعُ وَالْمَعَادُ,"Therefore, let each individual examine himself and take advantage of his time, for indeed the resting place (i.e. this world) is short, the (time for) departure is near, the road is hazardous, deviating from it is common, the danger is great, the one who takes himself to account has insight, Allaah, the Most High, is watching, and to Him is the (final) recourse and return."
17,{فَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ خَيْرًا يَرَهُ، وَمَنْ يَعْمَلْ مِثْقَالَ ذَرَّةٍ شَرًّا يَرَهُ} [الزلزلة: 8],"“And whosoever does an atom’s weight of good, shall see it. And whosoever does an atom’s weight of evil, shall see it.” [Surah Az-Zilzaal: 7-8]"
18,سقطمنالنسخة,Text of the Treatise
19,1 – أَخْبَرَنَا الْقَاضِي أَبُو بَكْرٍ أَحْمَدُ بْنُ الْحَسَنِ بْنِ أَحْمَدَ الْحَرَشِيُّ، بِنَيْسَابُورَ قَالَ: ثنا أَبُو الْعَبَّاسِ مُحَمَّدُ بْنُ يَعْقُوبَ الْأَصَمُّ، قَالَ: حَدَّثَنَا مُحَمَّدُ بْنُ إِسْحَاقَ الصَّغَانِيُّ، قَالَ: أَنَا الْأَسْوَدُ بْنُ عَامِرٍ، قَالَ: أَخْبَرَنَا أَبُو بَكْرِ بْنُ عَيَّاشٍ، عَنِ الْأَعْمَشِ، عَنْ [ص:17] سَعِيدِ بْنِ عَبْدِ اللَّهِ، عَنْ أَبِي بَرْزَةَ الْأَسْلَمِيِّ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[1] The Judge, Abu Bakr Ahmad bin Al-Hasan bin Ahmad Al-Hirshee reported to us in Naisapur, saying: Abul-‘Abbaas Muhammad bin Ya’qoob Al-Asam narrated to us, saying: Muhammad bin Ishaaq As-Saghaanee narrated to us, saying: Al-Aswad bin ‘Aamir informed us, saying: Abu Bakr bin ‘Ayyaash reported to us from Al-A’mash from Sa’eed bin ‘Abdillaah that Abu Barzah Al-Aslamee said: Allaah’s Messenger said:"
20,“لَا تَزُولُ قَدَمَا عَبْدٍ يَوْمَ الْقِيَامَةِ حَتَّى يُسْأَلَ عَنْ أَرْبَعٍ: عَنْ عُمُرِهِ فِيمَا أَفْنَاهُ، وَعَنْ عِلْمِهِ مَاذَا عَمِلَ فِيهِ، وَعَنْ مَالِهِ مِنْ أَيْنَ اكْتَسَبَهُ وَفِيمَا أَنْفَقَهُ، وَعَنْ جِسْمِهِ فِيمَا أَبْلَاهُ”,“The two feet of the servant will not cease (from standing before Allaah) on the Day of Judgement until he is asked about four things: On his life and how he spent it; On his knowledge and what he did for it; On his wealth and where he earned it and how he spent it; And on his body and in what way he utilized it.”
21,2 – أَخْبَرَنِي أَبُو الْحَسَنِ عَلِيُّ بْنُ أَحْمَدَ بْنِ مُحَمَّدِ بْنِ دَاوُدَ الرَّزَّازُ، قَالَ: أَخْبَرَنَا عَلِيُّ بْنُ إِبْرَاهِيمَ بْنِ حَمَّادٍ الْأَزْدِيُّ، ثنا الْمُفَضَّلُ بْنُ مُحَمَّدٍ الْجَنَدِيُّ، ثنا صَامِتُ بْنُ مُعَاذٍ الْجَنَدِيُّ، ثنا عَبْدُ الْمَجِيدِ بْنُ عَبْدِ الْعَزِيزِ بْنِ أَبِي رَوَّادٍ، عَنْ سُفْيَانَ الثَّوْرِيِّ، عَنْ صَفْوَانَ بْنِ سُلَيْمٍ، عَنْ عَدِيِّ بْنِ عَدِيٍّ، عَنِ الصُّنَابِجِيِّ، عَنْ مُعَاذِ بْنِ جَبَلٍ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[2] Abul-Hasan ‘Alee bin Ahmad bin Muhammad bin Dawood Ar-Razaaz informed me, saying: ‘Alee bin Ibraaheem bin Hammaad Al-Azdee informed us, saying: Al- Mufdil bin Muhammad Al-Janadee narrated to us: Saamit bin Mu’aadh Al-Janadee narrated to us: ‘Abdul-Majeed bin ‘Abdil-‘Azeez bin Abee Rawwaad narrated to us from Sufyaan Ath-Thawree [from Safwaan bin Saleem] from ‘Adiyy bin ‘Adiyy from As-Sunaabihee7 that Mu’aadh bin Jabal said: The Messenger of Allaah said:"
22,“لَا تَزُولُ قَدَمَا عَبْدٍ يَوْمَ الْقِيَامَةِ حَتَّى يُسْأَلَ عَنْ أَرْبَعِ خِصَالٍ: عَنْ عُمُرِهِ فِيمَا أَفْنَاهُ، وَعَنْ مَالِهِ مِنْ أَيْنَ اكْتَسَبَهُ وَفِيمَا أَنْفَقَهُ، وَعَنْ عِلْمِهِ مَاذَا عَمِلَ فِيهِ”,“The two feet of the servant will not cease (from standing before Allaah) on the Day of Judgement until he is asked about four matters: On his life and how he spent it; On his wealth and where he earned it; And on what he spent it;     And on his knowledge and what he did for it.”
23,3 – أَخْبَرَنَا أَبُو الْحُسَيْنِ عَلِيُّ بْنُ عَبْدِ الْوَهَّابِ بْنِ أَحْمَدَ بْنِ مُحَمَّدٍ السُّكَّرِيُّ، ثنا أَبُو عُمَرَ مُحَمَّدُ بْنُ الْعَبَّاسِ الْخَرَّازُ، قَالَ: أَخْبَرَنَا أَبُو مُحَمَّدٍ جَعْفَرُ بْنُ أَحْمَدَ الْمَرْوَزِيُّ الْمُؤَذِّنُ، ثنا إِسْمَاعِيلُ بْنُ مُحَمَّدِ بْنِ يَحْيَى بْنِ حَمَّادِ بْنِ حَبِيبِ بْنِ سَعْدٍ، مَوْلَى الْفَضْلِ بْنِ الْعَبَّاسِ بْنِ عَبْدِ الْمَلِكِ بِالْكُوفَةِ، ثنا ابْنُ فُضَيْلٍ، عَنْ لَيْثٍ، عَنْ عَدِيِّ بْنِ عَدِيٍّ، عَنْ رَجَاءِ بْنِ حَيْوَةَ، عَنْ مُعَاذِ بْنِ جَبَلٍ، قَالَ:,"[3] Abul-Husayn ‘Alee bin ‘Abdil-Wahhaab bin Ahmad bin Muhammad As-Sukree informed us: Abu ‘Umar Muhammad bin Al-‘Abbaas Al-Kharraaz narrated to us, saying: Abu Muhammad Ja’far bin Ahmad Al-Marwazee, the Mu’adhin, reported to us: Ismaa’eel bin Muhammad bin Yahyaa bin Hammaad bin Habeeb bin Sa’ad, the freed slave of Al-Fadl bin Al-‘Abbaas bin ‘Abdil-Malik, narrated to us in Koofah: Ibn Fudayl narrated to us from Layth from ‘Adiyy bin ‘Adiyy from Rajaa bin Haywah that Mu’aadh bin Jabal said:"
24,“لَا تَزُولُ قَدَمُ عَبْدٍ يَوْمَ الْقِيَامَةِ حَتَّى يُسْأَلَ عَنْ أَرْبَعٍ: عَنْ جَسَدِهِ فِيمَا أَبْلَاهُ، وَعُمُرِهِ فِيمَا أَفْنَاهُ، وَمَالِهِ مِنْ أَيْنَ اكْتَسَبَهُ وَفِي أَيِّ شَيْءٍ أَنْفَقَهُ، وَعَنْ عِلْمِهِ كَيْفَ عَمِلَ فِيهِ”,“The foot of the servant will not cease (from standing before Allaah) on Day of Judgement until he is asked about four things: On his body and how used it; On his life and how he spent it; On his wealth and where he earned it and on what he spent it; And on his knowledge and how he acted due to it.”
25,4 – أَخْبَرَنَا أَبُو الْحُسَيْنِ مُحَمَّدُ بْنُ الْحَسَنِ بْنِ أَحْمَدَ الْأَهْوَازِيُّ، ثنا مُحَمَّدُ بْنُ إِسْحَاقَ بْنِ إِبْرَاهِيمَ الْقَاضِي، بِالْأَهْوَازِ، ثنا مُحَمَّدُ بْنُ عَبْدُوسٍ الْكَاتِبُ، ثنا زَيْدُ بْنُ الْحَرَشِ، ثنا عَبْدُ اللَّهِ بْنُ خِرَاشٍ، عَنِ الْعَوَّامِ، عَنْ أَبِي صَادِقٍ، عَنْ عَلِيٍّ، قَالَ:,"[4] Abul-Husayn Muhammad bin Al-Hasan bin Ahmad Al-Ahwaazee informed us: Muhammad bin Ishaaq bin Ibraaheem, the Judge in Al- Ahwaaz informed us: Muhammad bin ‘Abdoos, the Scribe, narrated to us: Zayd bin Al-Hirsh narrated to us: ‘Abdullaah bin Kharraash narrated to us from Al-‘Awaam from Abu Saadiq that ‘Alee said:"
26,قَالَ رَجُلٌ: “يَا رَسُولَ اللَّهِ مَا يَنْفِي حُجَّةَ الْجَهْلِ؟ قَالَ: «الْعِلْمُ» قَالَ: فَمَا يَنْفِي عَنِّي حُجَّةَ الْعِلْمِ؟ قَالَ: «الْعَمَلُ»,“A man said: ‘O Messenger of Allaah! What will eradicate the burden of ignorance from me?’ He said: ‘Knowledge.’ The man said: “Then what will cancel out the burden of knowledge from me?’ He said: ‘Action.'”
27,5 – أَخْبَرَنَا أَبُو الْفَتْحِ مُحَمَّدُ بْنُ أَحْمَدَ بْنِ أَبِي الْفَوَارِسِ الْحَافِظُ، وَأَبُو بَكْرٍ مُحَمَّدُ بْنُ أَحْمَدَ بْنِ يُوسُفَ الصَّيَّادُ وَأَبُو عَلِيٍّ الْحَسَنُ بْنُ أَحْمَدَ بْنِ إِبْرَاهِيمَ بْنِ شَاذَانَ قَالُوا: أَنَا أَبُو بَكْرٍ أَحْمَدُ بْنُ يُوسُفَ بْنِ خَلَّادٍ النَّصِيبِيُّ، نا الْحَارِثُ بْنُ مُحَمَّدِ بْنِ أَبِي أُسَامَةَ، نا الْحَكَمُ بْنُ مُوسَى، نا الْوَلِيدُ يَعْنِي ابْنَ مُسْلِمٍ، عَنْ شَيْخٍ، مِنْ كَلْبٍ يُكَنَّى بِأَبِي مُحَمَّدٍ أَنَّهُ سَمِعَ مَكْحُولًا يُحَدِّثُ، أَنَّ أَبَا الدَّرْدَاءِ قَالَ،: قَالَ لِي رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[5] Abul-Fat’h Muhammad bin Ahmad bin Abil-Fawaaris, the Haafidh, and Abu Bakr Muhammad bin Ahmad bin Yoosuf As-Sayaad and Abu ‘Alee Al-Hasan bin Ahmad bin Ibraaheem bin Shaadhaan all informed us, saying: Abu Bakr Ahmad bin Yoosuf bin Khalaad An-Nasyee reported to us: Al-Haarith bin Muhammad bin Abee Usaamah narrated to us: Al-Hakam bin Moosaa narrated to us: Al-Waleed, i.e. Ibn Muslim, narrated to us from a shaikh from the area of Kalb, whose kunyah was Abu Muhammad, that he heard Mak’hool narrate that Abud-Dardaa said: The Messenger of Allaah said to me:"
28,” كَيْفَ أَنْتَ يَا عُوَيْمِرُ إِذَا قِيلَ لَكَ يَوْمَ الْقِيَامَةِ: أَعَلِمْتَ أَمْ جَهِلْتَ؟ فَإِنْ قُلْتَ: عَلِمْتُ، قِيلَ لَكَ: فَمَاذَا عَمِلْتَ فِيمَا عَلِمْتَ؟ وَإِنْ قُلْتَ: جَهِلْتُ، قِيلَ لَكَ: فَمَا كَانَ عُذْرُكَ فِيمَا جَهِلْتَ؟ أَلَا تَعَلَّمْتَ؟ “,"“How will you be, O ‘Uwaymir, when it will be said to you on the Day of Judgement: ‘Did you have knowledge or were you ignorant?’ So if you respond: ‘I had knowledge’, it will be said to you: ‘What did you do based on your knowledge?’ And if you say: ‘I was ignorant’, it will be said to you: ‘What was your excuse for being ignorant, did you not try to acquire knowledge?'”"
29,6 – أَخْبَرَنَا أَبُو عَبْدِ اللَّهِ مُحَمَّدُ بْنُ عَبْدِ الْوَاحِدِ بْنِ أَحْمَدَ الطَّرْقِيُّ الْعَدْلُ بِالْكَرْخِ، ثنا أَبُو بَكْرٍ عُمَرُ بْنُ إِبْرَاهِيمَ بْنِ مَرْدَوَيْهِ الْكَرْخِيُّ، ثنا أَبَانُ بْنُ جَعْفَرِ بْنِ أَبِي جَعْفَرٍ النَّجِيرَمِيُّ، ثنا أَحْمَدُ بْنُ سَعِيدٍ الثَّقَفِيُّ الْمُطَّوِّعِيُّ، ثنا سُفْيَانُ بْنُ عُيَيْنَةَ، قَالَ: أَنَا إِبْرَاهِيمُ بْنُ مَيْسَرَةَ، عَنْ أَنَسٍ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[6] Abu ‘Abdillaah Muhammad bin ‘Abdil-Waahid bin Ahmad At-Tarqee, the reliable one in Kurj (i.e. Georgia) informed us: Abu Bakr ‘Umar bin Ibraaheem bin Mardaweeh Al-Kurjee narrated to us: Abaan bin Ja’far bin Abee Ja’far An-Nujair narrated to us: Ahmad bin Sa’eed Ath-Thaqafee Al-Matoo’ee narrated to us: Sufyaan bin ‘Uyainah narrated to us, saying: Ibraaheem bin Maysarah reported to us that Anas said: The Messenger of Allaah said:"
30,«تَعَلَّمُوا الْعِلْمَ وَاعْمَلُوا بِهِ، وَعَلِّمُوهُ، وَلَا تَضَعُوهُ فِي غَيْرِ أَهْلِهِ، وَلَا تَمْنَعُوهُ عَنْ أَهْلِهِ»,"“Acquire knowledge and act upon it, and teach it to others [and do not place it in people that are not deserving of it], nor prevent it from those who are deserving of it.”"
31,7 – أَخْبَرَنَا أَبُو الْحَسَنِ مُحَمَّدُ بْنُ أَحْمَدَ بْنِ مُحَمَّدِ بْنِ أَحْمَدَ بْنِ رِزْقٍ الْبَزَّارُ، ثنا أَبُو عَمْرٍو عُثْمَانُ بْنُ أَحْمَدَ بْنِ عَبْدِ اللَّهِ الدَّقَّاقُ قَالَ: ثنا عَبْدُ اللَّهِ بْنُ مُحَمَّدِ بْنِ إِسْمَاعِيلَ التَّبَّانُ الْبَصْرِيُّ، ثنا مُحَمَّدُ بْنُ أَبِي بَكْرٍ الْمُقَدَّمِيُّ، ثنا بِشْرُ بْنُ عَبَّادٍ، عَنْ بَكْرِ بْنِ خُنَيْسٍ، قَالَ: حَدَّثَنِي حَمْزَةُ النَّصِيبِيُّ، عَنْ يَزِيدَ بْنِ يَزِيدَ بْنِ جَابِرٍ، عَنْ أَبِيهِ، عَنْ مُعَاذِ بْنِ جَبَلٍ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[7] Abul-Hasan Muhammad bin Ahmad [bin Muhammad bin Ahmad bin Rizq Al- Bazaar] informed us: Abu ‘Amr ‘Uthmaan bin Ahmad bin “Abdillaah Ad-Daqaaq narrated to us, saying: ‘Abdullaah bin Muhammad bin Ismaa’eel At-Tabaan Al-Basree narrated to us: Muhammad bin Abee Bakr Al-Maqdamee narrated to us: Bishr [bin ‘Ubaad] narrated to us from Bakr bin Khunais, saying: Hamzah An-Nusaybee narrated to me from Yazeed bin Yazeed bin Jaabir from his father that Mu’aadh bin Jabal said: The Messenger of Allaah said:"
32,«تَعَلَّمُوا مَا شِئْتُمْ أَنْ تَعَلَّمُوا، فَلَنْ يَنْفَعَكُمُ اللَّهُ عَزَّ وَجَلَّ حَتَّى تَعْمَلُوا بِمَا تَعْلَمُونَ»,"“Learn whatever you wish to learn, for Allaah, Mighty and Sublime, will never benefit (i.e. reward) you until you act upon what you know.”"
33,8 – أَخْبَرَنِي مُحَمَّدُ بْنُ أَبِي عَلِيٍّ الْأَصْبَهَانِيُّ، قَالَ: أَنْبَأَ أَحْمَدُ بْنُ عَبْدَانَ الشِّيرَازِيُّ الْحَافِظُ، قَالَ: ثنا مُحَمَّدُ بْنُ مُحَمَّدِ بْنِ سُلَيْمَانَ الْبَاغَنْدِيُّ، ثنا عَلِيُّ بْنُ الْمَدِينِيِّ، ثنا عُثْمَانُ بْنُ عَبْدِ الرَّحْمَنِ الْجُمَحِيُّ، عَنْ يَزِيدَ بْنِ يَزِيدَ بْنِ جَابِرٍ، عَنْ أَبِيهِ، عَنْ مُعَاذِ بْنِ جَبَلٍ، قَالَ: قَالَ رَسُولُ اللَّهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ:,"[8] Muhammad bin Abee ‘Alee Al-Asbahaanee informed me, saying: Ahmad bin ‘Abdaan Ash-Sheeraazee, the Haafidh, informed us, saying: Muhammad bin Muhammad bin Sulaymaan Al-Baaghandee narrated to us: “Alee bin Al-Madeenee narrated to us: ‘Uthmaan bin ‘Abdir-Rahmaan Al-Jamhee narrated to us from Yazeed bin Yazeed bin Jaabir from his father that Mu’aadh bin Jabal said: The Messenger of Allaah said:"
34,«تَعَلَّمُوا مَا شِئْتُمْ أَنْ تَعَلَّمُوا، فَلَنْ يَأْجُرَكُمُ اللَّهُ حَتَّى تَعْمَلُوا»,"“Learn whatever you wish to learn, for Allaah will never reward you until you do deeds.”"
35,9 – أَخْبَرَنَا أَبُو سَعِيدٍ الْحَسَنُ بْنُ مُحَمَّدِ بْنِ عَبْدِ اللَّهِ الْكَاتِبُ، بِأَصْبَهَانَ قَالَ: ثنا الْقَاضِي أَبُو بَكْرٍ مُحَمَّدُ بْنُ عُمَرَ بْنِ سَلِيمٍ الْحَافِظُ قَالَ: حَدَّثَنِي عَبْدُ اللَّهِ بْنُ عِمْرَانَ النَّجَّارُ، ثنا إِبْرَاهِيمُ بْنُ سَعِيدٍ، قَالَ: ثنا الْحَسَنُ بْنُ بِشْرٍ، عَنْ أَبِيهِ، عَنْ سُفْيَانَ الثَّوْرِيِّ، عَنْ ثُوَيْرِ بْنِ أَبِي فَاخِتَةَ، عَنْ يَحْيَى بْنِ جَعْدَةَ، عَنْ عَلِيٍّ، قَالَ:,"[9] Abu Sa’eed Al-Hasan bin Muhammad bin ‘Abdillaah, the Scribe, reported to us in Asbahaan, saying: The Judge, Abu Bakr Muhammad bin ‘Umar bin Salam, the Haafidh, narrated to us, saying: ‘Abdullaah bin Imraan An-Najjaar narrated to me: Ibraaheem bin Sa’eed narrated to us, saying: Al-Hasan bin Bishr narrated to us from his father from Sufyaan Ath-Thawree from Thuwair bin Abee Faakhitah from Yahya bin Ja’dah that ‘Alee said:"
36,«يَا حَمَلَةَ الْعِلْمِ اعْمَلُوا بِهِ، فَإِنَّمَا الْعَالِمُ مَنْ عَمِلَ، وَسَيَكُونُ قَوْمٌ يَحْمِلُونَ الْعِلْمَ، يُبَاهِي بَعْضُهُمْ بَعْضًا حَتَّى إِنَّ الرَّجُلَ لَيَغْضَبُ عَلَى جَلِيسِهِ أَنْ يَجْلِسَ إِلَى غَيْرِهِ، أُولَئِكَ لَا تَصْعَدُ أَعْمَالُهُمْ إِلَى السَّمَاءِ»,"“O carriers of knowledge! Act upon your knowledge, for indeed the one with knowledge is only he who acts on it. There will come a people who will carry knowledge, yet compete with one another to the point that a man will become angry at one of his students for sitting in another person’s I gathering. These are the people whose deeds will not be raised up to heaven.”"
