,Arabic,English
27,وإن كانت الحروب بينك وبين طباعك سجالا، وكانت أسبابكما أمثالا وأشكالا، أجبت الحزم الى ترك التعرّض، وأجبت الإحتياط إلى رفض التكلّف، ورأيت أنّ من حصّل السلامة من الذمّ، فقد غنم؛ وأنّ من آثر الثقة على التغرير، فقد حزم.,"And were the struggle with your own nature to reach deadlock, you would defer to caution and restraint, give up taking risks and decline the assumption of further expense. You have realised that it is profit to play for safety from reproach and prudence to hedge against self-deception."
28,وذكرت أنك الى معرفة هذا الباب أحوج، وأنّ ذا المروءة الى هذا العلم أفقر؛ وإني إن حصّنت من الذمّ عرضك، بعد أن حصّنت مناللصوص مالك، فقد بلغت لك ما لم يبلغه أب بار، ولا أم رؤوم.,"You declared a need for knowledge on this subject – of which the honourable man is typically ignorant – and that if I could safeguard your reputation from disgrace, as I had protected your money from thieves, I would have performed a service that no devoted father and loving mother could."
29,وسألت أن أكتب لك علّة «خبّاب» في نفي الغيرة، وأن بذل الزوجة داخل في باب المؤاساة والأثرة؛ وأن فرج الأمة في العارية، كحكم الخدمة؛ وأن الزوجة في كثير من معانيها كالأمّة، وأنّ الأمة مال كالذهب والفضة.,"You asked me to note Khabbab’s reason for rejecting jealousy and why he believed a man’s offer of his own wife to another falls within the category of magnanimous, unselfish acts. He, in fact, held that sexual enjoyment of a female slave on loan is a legal consequence of her servitude; a slave is property, like gold and silver and, in many respects, a wife is like a slave."
30,وأن الرجل أحقّ ببنته من الغريب، وأولى بأخته من البعيد؛ وأن البعيد أحقّ بالغيرة، والقريب أولى بالأنفة، وأنّ الإستزادة في النسل كالإستزادة في الحرث، إلا أن العادة هي التي أوحشت منه، والديانة هي التي حرّمته، ولأن الناس يتزيّدون أيضا في استعظامه، وينتحلون أكثر مما عندهم في استشناعه.,"He maintained that a man has more right to his own daughter and sister than a stranger because a stranger is more likely to arouse family jealousy, while a relative will preserve its solidarity. Increasing the size of one’s immediate family is no different from improving one’s crop yield, he argued. It is only custom that condemns this practice and religion which forbids it. Although folk make a great deal of fuss about incest, their abhorrence may be rather more professed than real, he claimed."
31,وعلّة «الجهجاه» في تحسين الكذب في مواضع، وفي تقبيح الصدق في مواضع، وفي إلحاق الكذب بمرتبة الصدق، وفي حطّ الصدق الى موضع الكذب.,"You asked me why Jahjah2 approved of lying in some cases and disapproved of honesty in others, why he elevated lying to the status of truth and humbled truth to that of lying."
32,وأن الناس يظلمون الكذب بتناسي مناقبه، وتذكّر مثالبه، ويحابون الصدق بتذكّر منافعه، وبتناسي مضارّه.,"He maintained that people wrongly judge mendacity by only ever referring to its shortcomings while conveniently forgetting its usefulness. Likewise is truth extolled for its benefits, while its drawbacks are generally ignored."
33,وأنهم لو وازنوا بين مرافقهما، وعدّلوا بين خصالهما، لّما فرّقوا بينهما هذا التفريق، ولما رأوهما بهذه العيون.,"If the advantages of each were weighed and judged impartially, he claimed, people would not take such a prejudiced, one-sided view."
34,ومذهب «صحصح» في تفضيل النسيان على كثير من الذكر، وأن الغباء، في الجملة، أنفع من الفطنة في الجملة.,"You asked me about Sahsah’s theory of how it is better to forget than to remember too much and how, in general, it is better to be stupid than clever."
35,وأنّ عيش البهائم أحسن موقعا من النفوس، من عيش العقلاء؛ وأنك لو أسمنت بهيمة، ورجلا ذا مروءة، أو امرأة ذات عقل وهمّة، وأخرى ذات غباء وغفلة، لكان الشحم إلى البهيمة أسرع، وعن ذات العقل والهمّة أبطأ.,"The psychological life of beasts, he believed, is happier than that of intellectuals. Fatten up a beast and a virtuous man or one serious, intelligent woman and another who is careless and stupid, and you will find that the beast and the stupid woman put on weight quickly, while the clever pair do so but slowly."
36,ولأن العقل مقرون بالحذر والإهتمام، ولأن الغباء مقرون بفراغ البال والأمن، فلذلك البهيمة تقنو شحما في الأيام اليسيرة، ولا تجد ذلك لذي الهمة البعيدة.,"Intelligence, he claimed, associates with worry and caution, stupidity with an empty mind and sense of security, which is why the beast puts on weight in a few days, unlike someone whose thoughts are always far away."
37,ومتوقع البلاء في البلاء، وأن سلم منه، والغافل في الرجاء إلى أن يدركه البلاء.,"Disaster has already struck the man who lives in expectation of it, even if he is safe, while the dunce remains an optimist until disaster actually strikes."
38,ولولا أنك تجد هذه الأبواب وأكثر منها مصوّرة في كتابي الذي سمّي «كتاب المسائل» لأتيت على كثير منه في هذا الكتاب.,I would discuss these matters at greater length had I not already dealt with them – and more besides – in my Miscellaneous Issues.
39,فأما ما سألت من احتجاج الأشحّاء، ونوادر أحاديث البخلاء، فسأوجدك ذلك في قصصهم، إن شاء الله تعالى، مفرّقا وفي احتجاجهم مجملا، فهو أجمع لهذا الباب من وصف ما عندي، دون ما انتهى إليّ من أخبارهم، على وجهها.,"I trust you will find here the misers’ arguments and the anecdotes about skinflints you asked for. The latter will be spread throughout the book, while the former will take the form of continuous narratives. This approach will permit a more comprehensive treatment of the theme than would a simple treatise based upon my own opinions, with no tales included."
40,وعلى أن الكتاب أيضا يصير أقصر، ويصير العار فيه أقل.,"Besides, the book would have been shorter and the pointers to shame less in number."
41,ونبتدىء برسالة «سهل بن هارون» ثم بطرف أهل «خراسان»، لإكثار الناس في أهل خراسان.,"We shall begin with Sahl ibn Haroun’s epistle then proceed to the eccentricities of the people of Khurasan,3 given that so much is said about them."
42,ولك في هذا الكتاب ثلاثة أشياء: تبيّن حجّة طريفة، أو تعرّف حيلة لطيفة، أو استفادة نادرة عجيبة. وأنت في ضحك منه، إذا شئت، وفي لهو، إذا مللت الجدّ.,"This book will offer you three things – a presentation of ingenious arguments, an insight into subtle footwork and illustrations in the form of entertaining anecdotes. You may find it will amuse you and divert, if you are bored with seriousness."
43,وأنا أزعم أن البكاء صالح للطبائع، ومحمود المغبّة، إذا وافق الموضع، ولم يجاوز المقدار، ولم يعدل عن الجهة، ودليل على الرقة، والبعد من القسوة، وربما عدّ من الوفاء، وشدّة الوجد على الأولياء.,"Now, it is my contention that crying is beneficial and good for the constitution, as long as it is not inappropriate, out of place or excessive. It is a mark of gentleness and remote from cruelty. It may be considered a kind of redemption and akin to the intensity of feeling we experience towards those whom we love."
44,وهو من أعظم ما تقرب به العابدون، واسترحم به الخائفون.,It is one of the things that brings people closer together and by which those who live in fear seek mercy.
45,وقال بعض الحكماء لرجل اشتد جزعه من بكاء صبيّ له: لا تجزع، فإنه أفتح لجرمه، وأصح لبصره.,"There is the documented case of the doctor who told a man not to let his young son’s tears distress him; crying, he advised, helps develop the voice and strengthen the eyesight."
46,وضرب «عامر بن عبد قيس» بيده على عينه، فقال: جامدة شاخصة، لا تندى.,"Striking his eye with his hand, ‘Amir ibn ‘Abd Qays cried that it was “dull and glazed, never moistened by tears”."
47,وقيل: «لصفوان بن محرز»، عند طول بكائه، وتذكّر أحزانه: «إن طول البكاء يورث العمى»؛ فقال: «ذلك لها شهادة» فبكى حتى عمي.,"When he had been a long time lachrymose, in lamentation of his sorrows, Safwan ibn Muhriz was warned that too many tears may cause blindness. Replying that blindness would be his witness, he continued to weep until he did, in fact, go blind."
48,وقد مدح بالبكاء ناس كثير، منهم «يحيى البكّاء»، وهيثم البكّاء». وكان «صفوان بن محرز» يسمى: «البكاء».,"He was known as‘Sobbing Safwan’. Poets have celebrated the tears of many men, including ‘Weeping Yahya’ and ‘Tearful Haytham’."
49,وإذا كان البكاء (وما دام صاحبه فيه فإنه في بلاء، وربما أعمى البصر، وأفسد الدماغ، ودل على السّخف، وقضي على صاحبه بالهلع، وشبّه بالأمة اللكعاء وبالحدث الضّرع) كذلك، فما ظنك بالضحك الذي لا يزال صاحبه في غاية السرور، الى أن ينقطع عنه سببه.,"Nevertheless, a man is dreadfully upset while he weeps and there is the danger of blindness or brain damage. It can be a sign of weakness and the crying man may be called a coward and likened to a silly girl or stupid boy.If such is the case with tears, what do you think about laughter, where the laugher experiences such boundless pleasure that he quite forgets why he is laughing?"
50,ولو كان الضحك قبيحا من الضاحك، وقبيحا من المضحك، لما قيل للزهرة والحبرة والحلي والقصر المبنيّ: «كأنه يضحك ضحكا».,"If laughter was something offensive on the part of the laugher or of its cause, why should a flower, a pretty dress, jewellery or a fine house be said to be‘as if laughing’?"
51,وقد قال الله جل ذكره: «وأنه هو أضحك وأبكى وأنه قد أمات وأحيا»، فوضع الضحك بحذاء الحياة، ووضع البكاء بحذاء الموت؛,"The Word of God  says, He it is who maketh laugh and cry. He it is who giveth life and death? Thus has the Lord linked laughter with life and coupled tears with death."
52,وأنه لا يضيف الله إلى نفسه القبيح، ولا يمن على خلقه بالنقص.,He does not ascribe unto Himself that which is repugnant or bestow imperfection on His creation.
53,وكيف لا يكون موقعه من سرور النفس عظيما، ومن مصلحة الطباع كبيرا، وهو شيء في أصل الطباع وفي أساس التركيب؟ لأن الضحك أول خير يظهر من الصبي، وبه تطيب نفسه، وعليه ينبت شحمه، ويكثر دمه الذي هو علّة سروره، ومادة قوّته.,"How can laughter fail to play a major part in human happiness and physical well-being when it is something in the basic fabric of temperament and character? Laughter is the first fine thing to appear in an infant. It delights the child’s soul, puts flesh on his ribs and increases the blood supply, which is the cause of happiness and the substance of good health."
54,ولفضل خصال الضحك عند العرب، تسمّي أولادها «بالضحّاك» و «ببسام» و «بطلق» و «بطليق».,"It is because they appreciate the benefits of laughter that the Arabs often nickname their children ‘smiler’, ‘chuckler’, ‘sparky’ and ‘easy’."
55,وقد ضحك النبي، صلّى الله عليه وسلّم، ومزح، وضحك الصالحون ومزحوا، وإذا مدحوا قالوا: «هو ضحوك السنّ، وبسّام العشيّات، وهشّ الى الضيف، وذو أريحية واهتزاز.,"The Prophet laughed and joked, as did all the righteous and the pious. Expressions like ‘he smiles from ear to ear’,‘he has a smile of welcome in the evenings’, ‘he greets guests with a smile’ and ‘a man with a generous smile’ are accepted as compliments."
56,وإذا ذموا قالوا: «هو عبوس، وهو كالح، وهو قطوب، وهم شتم المحيا، وهو مكفهّر أبدا، وهو كريه، ومقبّض الوجه، وحامض الوجه، وكأنما وجهه بالخجل منضوج» !.,"But‘scowler’, ‘crabbit’, ‘frosty-face’, ‘pinched-face’, ‘ugly-mug’, ‘tom-face’, ‘sour-face’ and ‘vinegar-face’ are all expressions of reproach."
57,وللضحك موضع وله مقدار، وللمزح موضع وله مقدار، متى جازهما أحد، وقصّر عنهما أحد، صار الفاضل خطلا، والتقصير نقصا.,"Fun and laughter have their proper place and limits. If these are exceeded, frivolity ensues and if curtailed, there is a sense of loss."
58,فالناس لم يعيبوا الضحك إلا بقدر، ولم يعيبوا المزح إلا بقدر، ومتى أريد بالمزح النفع، وبالضحك الشيء الذي له جعل الضحك، صار المزح جدا، والضحك وقارا.,"It is only inappropriate fun and laughter that people criticise, while if fun is had for profit or if laughter hides a motive, the fun turns serious and dismal and the laughter cracks. I have no wish to mislead you about this book; I do not seek to conceal its shortcomings."
59,وهذا كتاب لا أغرّك منه، ولا أستر عنك عيبه، لأنه لا يجوز أن يكمل لما تريده، ولا يجوز أن يوفى حقّه، كما ينبغي له.,It has simply not been possible to provide everything you asked for or for the book to fulfil its promise quite as fully as it might.
60,لأنّ ههنا أحاديث كثيرة، متى اطلعنا منها حرفا عرف أصحابها، وإن لم نسمّهم، ولم نرد ذلك بهم وسواء سميّناهم، أو ذكرنا ما يدل على أسمائهم، منهم الصديق والوليّ والمستور والمتجمّل، وليس يفي حسن الفائدة لكم، بقبح الجناية عليهم.,"Many stories exist in which the subjects would be instantly recognisable from the very first word, without even naming them – and there are those individuals whose identities I have no wish to disclose, either directly or by giving away clues. Among them are benefactors and friends, decent people I have a duty to protect and, even, my flatterers."
61,فهذا باب يسقط البتّة، ويختلّ به الكتاب لا محالة، وهو أكثرها بابا، وأعجبها منك موقعا.,The book’s value to you would not compensate for the distress caused to them.
62,وأحاديث أخر ليس لها شهرة، ولو شهرت لما كان فيها دليل على أربابها، ولا هي مقيّدة أصحابها، وليس يتوفر أبدا حسنها إلا بأن يعرف أهلها، وحتى تتصل بمستحقها، وبمعادنها، واللائقين بها؛ وفي قطع ما بينها وبين عناصرها ومعانيها، سقوط نصف الملحة، وذهاب شطر النادرة.,"Accordingly, such stories have been dropped altogether, although the book is undoubtedly the poorer. They would not only have formed its longest sections but also those you would have found the most amusing. Several other, lesser-known tales have also been omitted because the characters are anonymous. Even if it does have a certain celebrity, a story has little charm or depth unless you can recognise the characters (both major and minor) and appreciate the finer points of the situation. When the link between a story and its context has been broken, half the wit and entertainment value is lost."
63,ولو أن رجلا ألزق نادرة «بأبي الحارث جمّين»، «والهيثم بن مطهر»، و «بمزبّد»، و «ابن أحمر»، ثم كانت باردة، لجرت على أحسن ما يكون.,"I mean, if someone attributed an otherwise dull story to a famous wit and raconteur like Abu’l Harith Jummayn, Hay- tham ibn Mutahhar, Muzabbid or Ibn Ahmar, it would be on the lips of everyone."
64,ولو ولّد نادرة حارّة في نفسها، مليحة في معناها، ثم أضافها إلى «صالح بن حنين» والى «ابن النواء»، والى بعض البغضاء، لعادت باردة، ولصارت فاترة، فان الفاتر شرّ من البارد.,"But make up an amusing and witty tale and attribute it to Salih ibn Hunayn, Ibn Nawwa’ or some other appalling bore and it would receive a frosty or – even worse – a lukewarm, reception."
65,وكما أنك لو ولّدت كلاما في الزهد، وموعظة الناس، ثم قلت: هذا من كلام «بكر بن عبد الله المزنىّ» و «عامر بن عبد قيس العنبري»، و «مؤرق العجلي» و «يزيد الرقاشي»، لتضاعف حسنه، ولا حدث له ذلك النسب نضارة ورفعة لم تكن له.,"Suppose you produced a sermon on abstinence and claimed it as the work of a pious ascetic like Bakr ibn ‘Abdullah Muzani, ‘Amir ibn ‘Abd Qays ‘Anbari, Mu‘ariq ‘Ijli or Yazid Raqqashi, its appeal would then be doubled. The attribution alone would acquire for your work a brilliance and esteem it might otherwise lack."
66,ولو قلت: قالها «أبو كعب الصوفي»، أو «عبد المؤمن» أو «أبو نواس» الشاعر أو «حسين الخليع»، لما كان لها إلا ما لها في نفسها، وبالحري أن تغلط في مقدارها، فتبخس من حقّها.,"But attribute it to a dissolute like Abu Ka‘b Soufi, ‘Abd al-Mu’min, the poet Abu Nuwas or Hussayn the Debauched and the sermon would have no more than whatever intrinsic merit it might possess. Your miscalculation would most likely lower its appeal."
67,وقد كتبنا لك أحاديث كثيرة مضافة إلى أربابها، وأحاديث كثيرة غير مضافة إلى أربابها، أما بالخوف منهم، وأما بالإكرام لهم.,I have included many stories where the characters are named and many where they are not – out of respect in some cases and out of fear in others.
68,ولولا أنك سألتني هذا الكتاب لما تكلّفته، ولما وضعت كلامي موضع الضيم والنقمة، فإن كانت لائمة أو عجز، فعليك، وإن كان عذر، فلي دونك.,"Had you not asked me for it, I would not have gone to the trouble of writing this book and thereby risked exposing myself to denunciation and reprisal. So let it be on your head if the book is condemned or if it flops; if not, however, absolution will be mine alone!"
69,رسالة سهل بن هارون الى محمد بن زياد والى بني عمه من آل زياد حين ذموا مذهبه في البخل وتتبعوا كلامه في الكتب.,"A Letter from Sahl ibn Haroun to Muhammad ibn Ziyad & His Cousins, the Ziyads, in Response to Their Criticisms of His Doctrine of Avarice & Views on Wealth Acquisition."
70,بسم الله الرحمن الرحيم.,"In the Name of God, the Merciful and Compassionate."
71,أصلح الله أمركم، وجمع شملكم، وعلّمكم الخير، وجعلكم من أهله.,"May the Lord reform and reconcile you, teach you what is right and place you among His elect."
72,قال الأحنف بن قيس: يا معشر بني تميم، لا تسرعوا الى الفتنة، فإن أسرع الناس إلى القتال، أقلّهم حياء من الفرار.,"“Do not rush into a fight! The quickest to take up arms is the least timid about running away.”- Ahnaf ibn Qays, addressing the tribe of Tamim."
73,وقد كانوا يقولون: إذا أردت أن ترى العيوب جمّة، فتأمّل عيّابا، فإنه إنما يعيب، بفضل ما فيه من العيب؛ وأول العيب أن تعيب ما ليس بعيب؛ وقبيح أن تنهي عن مرشد، أو تغري بمشفق.,"It is said that to observe human weakness in all its plenty, look no further than the faultfinder, whose behaviour is a reflection of his own flawed character. The worst sin of all is to condemn what is itself unstained by sin. It is a terrible thing to hound the conscientious man and turn others from his counsel."
74,وما أردنا، بما قلنا، إلا هدايتكم وتقويمكم، وإلا إصلاح فسادكم، وإبقاء النعمة عليكم.,"Our one design has been to guide you and reform you, mend your improvidence and secure the maintenance of your prosperity."
75,ولئن أخطأنا سبيل إرشادكم، فما أخطأنا سبيل حسن النية، فيما بيننا وبينكم. ثم قد تعلمون أنّا ما أوصيناكم إلا بما قد اخترناه لأنفسنا قبلكم، وشهرنا به في الآفاق دونكم.,"If we have erred, it has not been for want of good intentions towards the ties of family that bind us. Besides, you may know that we would counsel you with nothing we had not already acted on ourselves and for which we have, indeed, achieved widespread renown."
76,فما كان أحقّكم، في تقديم حرمتنا بكم- أن ترعوا حق قصدنا بذلك إليكم، وتنبيهنا على ما أغفلنا من واجب حقكم، فلا العذر المبسوط عرفتم، ولا بواجب الحرمة قمتم.,"If you had valued the bond between us, you would have acknowledged our good intentions by drawing attention to any oversight on our part. Inexcusably, however, you have failed to honour your obligations."
77,ولو كان ذكر العيوب برّا وفضلا، لرأينا أن في أنفسنا عن ذلك شغلا.,"Although it is a virtuous and sterling act to point out error and shortcomings, I am unwilling to indulge."
78,وإنّ من أعظم الشّقوة، وأبعد من السعادة، ألّا يزال يتذكر زلل المعلمين، ويتناسى سوء استماع المتعلمين، ويستعظم غاط العاذلين ولا يحفل بعمد المعذولين.,"Nevertheless, it is a travesty that a teacher’s errors are remembered long after the students’ inattention is forgotten and that so much is made of the slip of one who reprimands while the bad faith of miscreants is ignored."
