,Arabic,English
20,ثم أعمل الشيطان مكائده على المسلمين وألقى بأسهم بينهم، وأفشى بينهم فتنة الشبهات والشهوات، ولم تزل هاتان الفتنتان تتزايدان شيئا فشيئا حتى استحكمت مكيدة الشيطان وأطاعه أكثر الخلق،,"Then Satan began working his machinations and caused the Muslims to split and spread doubts and desires amongst them, these two tribulations remained on the increase until the plot of Satan gained ascendancy and the majority of people fell prey to it;"
21,فمنهم من دخل في طاعته في فتنة الشبهات، ومنهم من دخل في فتنة الشهوات، ومنهم من جمع بينهما،,"some succumbed through the door of doubts, others through the door of desires, and yet others through a combination of both."
22,وكل ذلك مما أخبر النبي صلى الله عليه وسلم بوقوعه. فأما فتنة الشبهات: فقد روي عن النبي صلى الله عليه وسلم من غير وجه أن أُمته ستفترق على أزيد من سبعين فرقة على اختلاف في الروايات في عدد الزيادات على السبعين، وأن جميع تلك الفرق في النار إلا فرقة واحدة،,"The Prophet informed us that all this would occur. With regards the tribulation of doubts, he told us, as reported via a number of routes, that his nation would split into more than seventy sects, the narrations differ as to precisely how many sects, and that all of these sects would be in the Fire save one:"
23,وهي ما كانت على ما هو عليه وأصحابه صلى الله عليه وسلم.,that which would be upon what he and his Companions were upon.
24,وأما فتنة الشهوات:,With regards the tribulation of desires:
25,ففي ” صحيح مسلم ” عن عبد الله بن عمرو عن النبي صلى الله عليه وسلم قال: «كيف أنتم إذا فتحت عليكم خزائن فارس والروم. أي قوم أنتم؟ قال عبد الرحمن بن عوف: نقول كما أمرنا الله. قال: أو غير ذلك؟ تتنافسون ثم تتحاسدون ثم تتدابرون».,"35. Muslim records the hadlth of ‘Abdullah ibn (Amr that the Prophet QH) said, “How will you be when the treasures of the Persians and Romans are opened to you? What sort of people will you become?” ‘AbdulRahman ibn Awf said, We would say as Allah ordered us.’ He said, “Or something else: you would compete with each other, then be envious of each other, then turn your backs on each other, then hate each other.”"
26,وفي ” صحيح البخاري ” عن عمرو بن عوف عن النبي صلى الله عليه وسلم قال: «والله ما الفقر أخشى عليكم ولكن أخشى أن تبسط عليكم الدنيا كما بسطت على من كان قبلكم فتنافسوها كما تنافسوها فتهلككم كما أهلكتهم».,"36. Bukhari records on the authority of (Amr ibn ‘Awf that the Prophet said, “By Allah! I do not fear poverty for you but I fear that the world be proffered to you as it was proffered to those before you such that you vie for it as they vied and it destroy you as it destroyed them.”"
27,وفي ” الصحيحين ” من حديث عقبة بن عامر عن النبي صلى الله عليه وسلم معناه أيضا.,37. A hadlth carrying the same meaning as this one has been recorded by Bukhari and Muslim on the authority of (Uqbah ibn (Amir.
28,ولما فتحت كنوز كسرى على عمر بن الخطاب رضي الله عنه بكى فقال: إن هذا لم يفتح على قوم قط إلا جعل الله بأسهم بينهم. أو كما قال.,"When the treasures of Chosroes were conquered at the hands of ‘Umar (radiy Allahu anhu), he wept and said, ‘This has never come into the hands of a people except that it caused discord and splitting to occur amongst them,’ or words to that effect."
29,وكان النبي صلى الله عليه وسلم يخشى على أمته هاتين الفتنتين,"The Prophet would fear these two tribulations,"
30,كما في ” مسند الإمام أحمد بن حنبل ” عن أبي برزة عن النبي صلى الله عليه وسلم قال: «إنما أخشى عليكم الشهوات التي في بطونكم وفروجكم ومضلات الفتن». وفي رواية: «ومضلات الفتن».,"38. Imam Ahmad records on the authority of Abu Barzah that the Prophet said, “I only fear for you the desires of misguidance brought about by your stomachs and private parts and the misguiding tribulations,” and in another narration, “…misguiding desires.”"
31,فلما دخل أكثر الناس في هاتين الفتنتين أو إحداهما أصبحوا متقاطعين متباغضين بعد أن كانوا إخوانا متحابين متواصلين،,"Most people succumbed to one or both of these tribulations as a result of which they ended up splitting and hating each other after having been brothers, loving each other."
32,فإن فتنة الشهوات عمت غالب الخلق ففتنوا بالدنيا وزهرتها وصارت غاية قصدهم، لها يطلبون، وبها يرضون، ولها يغضبون، ولها يوالون، وعليها يعادون، فتقطعوا لذلك أرحامهم وسفكوا دماءهم وارتكبوا معاصي الله بسبب ذلك.,"The tribulation of desires has afflicted the majority of creation and they have fallen victim to the allurement of this world and its luxuries; it has become their goal and they covet it, only when they attain it are they satisfied. For its sake do they come to anger, for its sake do they make allegiance, and for its sake do they declare enmity. They sever the ties of kinship, spill blood, and disobey Allah all for the gain of some worldly lot."
33,وأما فتنة الشبهات والأهواء المضلة فبسببها تفرق أهل القبلة وصاروا شيعا وكفر بعضهم بعضا، وأصبحوا أعداءً وفرقا وأحزابا بعد أن كانوا إخوانا قلوبهم على قلب رجل واحد، فلم ينج من هذه الفرق إلا الفرقة الواحدة الناجية، وهم المذكورون في قوله صلى الله عليه وسلم:,"With regards doubts and misguiding desires, it is on account of these that the People of the Qiblah split into many sects and factions, each hating the other and some charging others with disbelief, this after they used to be brothers, their hearts united as if in one body. Of all these sects, only one will be victorious and it is mentioned in his saying,"
34,«لا تزال طائفة من أُمتي ظاهرين على الحق لا يضرهم من خذلهم ولا من خالفهم حتى يأتي أمر الله وهم على ذلك».,"39. “There will always be a group of this nation manifest upon the truth, they will not be harmed by those who forsake them or oppose them until the Command of Allah comes, and they will still be in that state.”"
35,وهم في آخر الزمان الغرباء المذكورون في هذه الأحاديث: «الذين يُصلحون إذا فسد الناس»، وهم «الذين يُصلحون ما أفسد الناس من السنة»، وهم «الذين يفرون بدينهم من الفتن»، وهم «النزاع من القبائل»،,"In the last days, they will be the strangers mentioned in these ahadlth: those who rectify the affairs when the people become corrupt, those who correct what the people have corrupted of the Sunnah, those who flee from trials and tribulations in order to safeguard their religion, and those who have departed from the tribes;"
36,لأنهم قلوا، فلا يوجد في كل قبيلة منهم إلا الواحد والاثنان، وقد لا يوجد في بعض القبائل منهم أحدٌ كما كان الداخلون إلى الإسلام في أول الأمر كذلك، وبهذا فسر الأئمة هذا الحديث.,"this is because they are few only one or two will be found in some tribes and none at all in others, just as the first Muslims were. It is in this way that the Imams have explained this hadith."
37,[الإسلام لا يذهب ولكن يذهب أهل السنة],The Dwindling of Ahlu’lSunnah
38,قال الأوزاعي في قوله صلى الله عليه وسلم: «بدأ الإسلام غريبا وسيعود غريبا كما بدأ» : أما إنه ما يذهب الإسلام ولكن يذهب أهل السنة حتى ما يبقى في البلد منهم إلا رجل واحد.,"Awza’l said in explanation to this hadlth, ‘Islam will not disappear, it is Ahlu’lSunnah that will disappear to the point that there only remain one of them in any one country.’"
39,ولهذا المعنى يوجد في كلام السلف كثيرا مدح السنة ووصفها بالغربة ووصف أهلها بالقلة، فكان الحسن رحمه الله يقول لأصحابه: يا أهل السنة! ترفقوا رحمكم الله فإنكم من أقل الناس.,"It is based on this understanding that one frequently finds the Salaf praising the Sunnah, describing it as being strange, and describing its followers as few in number. alHasan (radiyAllahu ’anhu) would say to his colleagues, ‘Ahlu’lSunnah! Be gentle with each other, may Allah have mercy upon you, for you are from the fewest of people!’"
40,وقال يونس بن عبيد: ليس شيء أغرب من السنة وأغرب منها من يعرفها. وروي عنه أنه قال: أصبح من إذا عرف السنة فعرفها غريبا وأغرب منه من يعرفها. وعن سفيان الثوري قال: استوصوا بأهل السنة فإنهم غرباء.,"Yunus ibn ‘Ubayd said, ‘There is nothing stranger than the Sunnah and stranger still is one who knows it.’ It is also reported that he said, ‘It has come to the point that one who knows the Sunnah will think it something strange, and stranger than this person is one who finds the Sunnah something familiar.’ Sufyan alThawrl said, Treat Ahlu’lSunnah well for they are the strangers.’"
41,ومراد هؤلاء الأئمة بالسنة: طريقة النبي صلى الله عليه وسلم التي كان عليها هو وأصحابه السالمة من الشبهات والشهوات. ولهذا كان الفضيل بن عياض يقول: أهل السنة من عرف ما يدخل في بطنه من حلال.,"By the term Sunnah, ail of these Imams meant the path trodden by the Prophet which he and his Companions were upon, secure from doubts and desires. It is for this reason that Fudayl ibn Tyad said, ‘Ahlu’lSunnah are those who know that what enters their stomach is lawful’;"
42,وذلك لأن أكل الحلال من أعظم خصائل السنة التي كان عليها النبي صلى الله عليه وسلم وأصحابه رضي الله عنهم.,this is because one of the greatest features of the Sunnah followed by the Prophet and his Companions was that they would eat only that which was lawful.
43,ثم صار في عرف كثير من العلماء المتأخرين من أهل الحديث وغيرهم السنة عبارة عما سَلِمَ من الشبهات في الاعتقادات خاصة في مسائل الإيمان بالله وملائكته وكتبه ورسله واليوم الآخر، وكذلك في مسائل القدر وفضائل الصحابة،,"In the taxonomy of the later scholars from the Ahlu’lHadlth and others, the word Sunnah was used to refer to that which was secure from doubts in belief, specifically in issues dealing with belief in Allah, His Angels, His Books, His Messengers, the Last Day, the issues of decree, and the virtues of the Companions."
44,وصنفوا في هذا العلم باسم السنة لأن خطره عظيم والمخالف فيه على شفا هلكة.,They authored works in these fields which they named books of ‘Sunnah’; they called this field ‘Sunnah’ because it is a serious issue and the one who stands in opposition to it stands on the brink of destruction.
45,وأما السنة الكاملة فهي الطريق السالمة من الشبهات والشهوات كما قال الحسن ويونس بن عبيد وسفيان والفضيل وغيرهم، ولهذا وُصِفَ أهلُها بالغربة في آخر الزمان لقلتهم وغربتهم فيه،,"As for the meaning of Sunnah in its complete sense, it refers to the path which is secure from doubts and desires as stated by al Hasan, Yunus ibn ‘Ubayd, Sufyan, Fudayl and others. It is for this reason that those who follow the Sunnah in the latter times have been described as being strange because of their small number and rarity."
46,ولهذا ورد في بعض الروايات كما سبق في تفسير الغرباء: «قوم صالحون قليل في قوم سوء كثير، من يعصيهم أكثر ممن يطيعهم» وفي هذا إشارة إلى قلة عددهم وقلة المستجيبين لهم والقابلين منهم وكثرة المخالفين لهم والعاصين لهم.,"It is for this reason that in some of the previous ahadlth they have been described as, “A small number of righteous people amongst a large number of evil people, those who disobey them are more than those who obey them.” This statement points to the paucity of their number, the handful of those who respond to them and accept their call, and the many that oppose and disobey them."
47,ولهذا جاء في أحاديث متعددة مدح المتمسك بدينه في آخر الزمان وأنه كالقابض على الجمر، وأن للعامل منهم أجر خمسين ممن قبلهم، لأنهم لا يجدون أعوانا في الخير.,"There are a number of ahadlth that praise a person who sticks firmly to his religion in the last days, describing him as one who is holding onto red hot coals and that his reward would be equivalent to the reward of fifty of those who came before him. This is because he would find no one to aid him in performing good."
48,وهؤلاء الغرباء قسمان: أحدهما من يُصلح نفسه عند فساد الناس، والثاني من يُصلح ما أفسد الناس وهو أعلى القسمين وهو أفضلهما.,"These strangers are of two categories: the first is the one who corrects himself at the time when people are corrupt and the second, the better of the two, is the one who purifies the Sunnah from what the people have corrupted of it."
49,وقد خرج الطبراني وغيره بإسناد فيه نظر من حديث أبي أمامة عن النبي صلى الله عليه وسلم: «إن لكل شيء إقبالا وإدبارا، وإن من إقبال هذا الدين ما كنتم عليه من العمى والجهالة وما بعثني الله به،,"40. Tabarani and others record, with an isnad that is problematic, on the authority of Abu Umamah that the Prophet said, “Everything has a progression and a regression and this religion has a progression and a regression. The regression of this religion is what you used to be upon of blindness, misguidance and opposing what Allah has sent me with."
50,وإن من إقبال هذا الدين أن تفقه القبيلة بأسرها حتى لا يوجد فيها إلا الفاسق والفاسقان فهما مقهوران ذليلان، إن تكلما قُمِعَا وقُهِرَا واضطُهدا،,"The progression of this religion is that the whole tribe accept learning to the point that there remain amongst them only one or two evildoers and these two be subjugated and degraded; when they want to speak, they are restrained, subdued and silenced."
51,وإن من إدبار هذا الدين أن تجفو القبيلة بأسرها حتى لا يُرى فيها إلا الفقيه والفقيهان فهما مقهوران ذليلان، إن تكلما فأمرا بالمعروف ونهيا عن المنكر قُمعا واضطُهدا، فهما مقهوران ذليلان لا يجدان على ذلك أعوانا ولا أنصارا».,"For sure, the regression of this religion is that the whole tribe spurn [learning] to the point that only one or two people of learning are found amongst them and these two be oppressed and degraded; when they speak and enjoin the good and forbid the evil, they are restrained, subdued and silenced; not being able to find anyone to support or help them.”"
52,فوصف في هذا الحديث المؤمن العالم بالسنة الفقيه في الدين بأنه سيكون في آخر الزمان عند فساده مقهورا ذليلا لا يجد أعوانا ولا أنصارا.,"In this hadlth, the believer one who knows the Sunnah and has understanding of the religion has been depicted as being subjugated and degraded in the last days, not finding anyone to support or help him."
53,وخرج الطبراني بإسناد فيه ضعف عن ابن مسعود عن النبي صلى الله عليه وسلم في حديث طويل في ذكر أشراط الساعة قال: «وإن من أشراطها أن يكون المؤمن في القبيلة أذل من النقد». والنقد: هم الغنم الصغار.,"41. Tabarani also records, with an isnad that contains weakness, on the authority of ibn Mas(ud that the Prophet (H) said in a lengthy hadith concerning the signs of the Hour, “…and from its signs is that the believer would be lowlier in his tribe than tiny sheep.”"
54,وفي ” مسند الإمام أحمد ” عن عبادة بن الصامت أنه قال لرجلٍ من أصحابه: يُوشك إن طالت بك الحياة أن ترى الرجل قد قرأ القرآن على لسان محمد صلى الله عليه وسلم فأعاده وأبدأه وأحل حلاله وحرم حرامه ونزل عند منازله لا يحور فيكم إلا كما يحور رأس الحمار الميت.,"Imam Ahmad records that ‘Ubadah ibn alSamit said to one of his colleagues, ‘It is well possible that if you live a long life, you will see a man who read the Qur’an from the tongue of Muhammad (!®, or from one who read it from Muhammad, repeating it and reciting it, treating its lawful as lawful and its prohibited as prohibited. He will pass you on the way to his house, and his status in your eyes will be as insignificant as the head of a dead donkey.’"
55,ومثله قول ابن مسعود: يأتي على الناس زمان يكون المؤمن فيه أذل من الأمة.,"Ibn Masud said, ‘A time will come in which a believer will be regarded lower than a slavegirl.’"
56,وإنما ذل المؤمن آخر الزمان لغربته بين أهل الفساد من أهل الشبهات والشهوات، فكلهم يكرهه ويؤذيه لمخالفة طريقته لطريقتهم ومقصوده لمقصودهم ومباينته لما هم عليه.,"The believer is humiliated and degraded in the last days because of his being a stranger amongst the corrupt, those who have succumbed to their doubts and desires. All of them hate him and persecute him because of his opposing their path and objectives, and because of his keeping aloof from their practices."
57,ولما مات داود الطائي قال ابن السماك: إن داود نظر بقلبه إلى ما بين يديه فأعشى بقلبه بصر العيون فكأنه لم ينظر إلى ما أنتم إليه تنظرون وكأنكم لا تنظرون إلى ما إليه ينظر، فأنتم منه تعجبون، وهو منكم يعجب، استوحش منكم، إنه كان حيًّا وسط موتى.,"When Dawud alTai died, ibn alSammak said, ‘Dawud would look with the eye of his heart at what was before him and the sight of his heart would envelop the sight of his eyes. It would then seem that he did not see what you saw and you were not seeing what he was seeing. You would be amazed at him and him at you; he would think that he was alone, living amongst the dead.’"
58,ومنهم من كان يكرهه أهله وولده لاستنكار حاله، سمع عمر بن عبد العزيز امرأته مرة تقول: أراحنا الله منك. قال: آمين.,"Some of these strangers were detested by their own families and children due to the stark contrast of their conditions. Umar ibn AhduVAzIz once heard his wife saying, “May Allah relieve us from you!’ He said, Amin.’"
59,وقد كان السلف قديما يصفون المؤمن بالغربة في زمانهم كما سبق مثله عن الحسن والأوزاعي وسفيان وغيرهم.,"The Salaf, in times gone by, would depict the believer as a stranger even in their times as has preceded from the words of alHasan, Awzal, Sufyan and others."
60,ومن كلام أحمد بن عاصم الأنطاكي وكان من كبار العارفين في زمان أبي سليمان الداراني يقول: إني أدركت من الأزمنة زمانا عاد فيه الإسلام غريبا كما بدأ، وعاد وصفُ الحق فيه غريبا كما بدأ،,"Ahmad ibn (Asim alAntaki, one of the great Gnostic contemporaries of Abu Sulayman alDarani, said, CA long time ago I witnessed a time in which Islam once again became strange as it began, to describe alHaqq became strange just as it was in the beginning."
61,إن ترغب فيه إلى عالم وجدته مفتونا بحب الدنيا، يُحب التعظيم والرئاسة، وإن ترغب فيه إلى عابد وجدته جاهلا في عبادته مخدوعا صريعا غدره إبليس، وقد صعد به إلى أعلى درجة من العبادة وهو جاهل بأدناها فكيف له بأعلاها؟,"Were you to seek out a scholar you would find him put to trial by love of this world and hankering after status and leadership. Were you to seek out a worshipper, you would find an ignoramus, deluded by his worship, felled by his enemy, Iblls. He has led him to attempt the greatest actions of worship while being ignorant of the least, so why attempt the greatest?!"
62,وسائر ذلك من الرعاع، همج عوج وذئاب مختلسة، وسباع ضارية وثعالب ضوار، هذا وصف عيون أهل زمانك من حملة العلم والقرآن ودعاة الحكمة. خرجه أبو نعيم في ” الحلية “.,"All of them are mere rabble, polluted and misguided, as if they were resdess wolves, or ravenous lions, or prowling foxes. This is the description of the best people of your time: the carriers of knowledge and the Qutian, and the callers to wisdom.’ Recorded by Abu Nuaym, alHiliah."
63,فهذا وصف أهل زمانه فكيف بما حدث بعده من العظائم والدواهي التي لم تخطر بباله ولم تدر في خياله؟,"This is the description of the people of his time, what then would he think of the enormities and calamities that have occurred after him which would never have crossed his mind or wildest imagination!"
64,وخرج الطبراني من حديث أبي هريرة عن النبي صلى الله عليه وسلم: «المتمسك بسنتي عند فساد أمتي له أجر شهيد».,"42. Tabarani records on the authority of Abu Hurayrah that the Prophet (H) said, “The one who holds firm to my Sunnah at a time when my nation is corrupt has the reward of martyr.”"
65,وخرج أبو الشيخ الأصبهاني بإسناده عن الحسن قال: لو أن رجلا من الصدر الأول بُعِثَ اليوم ما عرف من الإسلام شيئا إلا هذه الصلاة.,"Abu’lShaykh alAsbahani records with his isnad that alHasan said, “Were a person from the first generation resurrected today, he would not recognise anything of Islam except this prayer.’"
66,ثم قال: أما والله لئن عاش إلى المنكرات فرأى صاحب بدعة يدعو إلى بدعته أو صاحب دنيا يدعو إلى دنياه فعصمه الله عز وجل وقلبه يحن إلى السلف الصالح فيتبع آثارهم ويستن بسنتهم ويتبع سبيلهم كان له أجر عظيم.,"Then he said, I swear by Allah that if he were to live to these evil times, he would see the innovator calling to his innovation or the individual engrossed in worldly life calling to his worldly affairs. Then if Allah, Mighty and Magnificent, protected him, his heart would long for that which the pious predecessors were upon, he would follow their footsteps and traverse their path; for him there will be a great reward.’"
67,وروى ابن المبارك عن الفضيل عن الحسن أنه ذكر الغني المترف الذي له سلطان يأخذ المال ويدعي أنه لا عقاب فيه، وذكر الضال الذي خرج بسيفه على المسلمين,"Mubarak ibn Fadalah reports that alHasan mentioned a rich, powerful man living in luxury, embezzling property and claiming that there was none to bring him to account; he also mentioned the misguided innovator who went out with his sword raised against the Muslims, twisting the meaning of what Allah revealed concerning the disbelievers to apply it to the Muslims."
68,ثم قال: سنتكم والذي لا إله إلا هو بين الغالي والجافي والمترف والجاهل فاصبروا عليها، فإن أهل السنة كانوا أقل الناس، الذين لم يأخذوا مع أهل الأتراف في أترافهم، ولا مع أهل البدع في أهوائهم، وصبروا على سنتهم حتى أتوا ربهم، فكذلك إن شاء الله فكونوا.,"Then he said, “Your Sunnah, by Allah besides whom none has the right to be worshipped, is between these two: between extravagance and harshness, between the luxurious and the ignorant. Be patient and steadfast upon it for Ahlu’lSunnah are the fewest of people,they do not take the luxury from the extravagant and neither the innovations from the innovators; they steadfasdy follow the Sunnah until they will meet their Lord, so you too, if Allah wills, should be like this!’"
69,ثم قال: والله لو أن رجلا أدرك هذه المنكرات يقول هذا: هلم إليَّ، ويقول هذا: هلم إليَّ، فيقول: لا أريد إلا سنة محمد صلى الله عليه وسلم يطلبها ويسأل عنها، إن هذا ليعرض له أجر عظيم، فكذلك فكونوا إن شاء الله تعالى.,"Then he said, ‘By Allah, were a person to live in these evil times yet search for the Sunnah and ask about it, saying, “All I want is the Sunnah of Muhammad,” while this person is saying, “Come to me,” and that person is saying, “Come to me,” such a person will have a great reward stored up for him, so you too, if Allah wills, should be like him!”"
70,ومن هذا المعنى ما رواه أبو نعيم وغيره عن كميل بن زياد عن علي بن أبي طالب رضي الله عنه أنه قال: الناس ثلاثة: عالم رباني، ومتعلم على سبيل نجاة، وهمج رعاع أتباع كل ناعق يميلون مع كل صائح، لم يستضيئوا بنور العلم، ولم يلجئوا إلى ركن وثيق.,"In this regard, Abu Nuaym and others record on the authority of Kumaylibn Ziyad; from Ali (radiy Allahu anhu) who said, ‘People are of three categories: the erudite and wise scholar; a student of knowledge traversing the path to salvation; and the confused rabble, following anyone, bending along with every wind, not enlightened by the light of knowledge and having no firm support,’"
71,ثم ذكر كلاما في فضل العلم إلى أن قال: هاه إن ههنا لعلما جما وأشار بيده إلى صدره لو أصبت له حمله، بل أصيب لَقِنا غير مأمون عليه مستعملا آلة الدين للدنيا، ومستظهرا بنعم الله على عباده وبحججه على أوليائه,"then after talking about the superiority of knowledge, he proceeded to say, ‘Here, indeed here pointing to his chest there is knowledge, if only I could find bearers for it. All I have found are people who are quick to comprehend but untrustworthy, they exploit the religion for worldly ends, they try to use the proofs of Allah against His Book, and His favours to lord over His servants."
72,أو منقادا لحملة الحق لا بصيرة في أحنائه، ينقدح الشك في قلبه لأول عارض من شبهة، ألا لا ذا ولا ذلك، أو منهوما باللذة سلس القيادة للشهوة،,"Or I have found people, devoid of insight, blindly following the People of Truth, having no capacity to receive it, and misgivings piercing their hearts at the first appearance of doubt; none of these deserve it. Or I have found people passionately addicted to pleasures, continuously succumbing to their lusts."
73,أو مغرما بالجمع شيء شبها بهما الأنعام السائمة،,"Or I have found people with a propensity to amassing wealth and hoarding it; these are not worthy of being callers to this religion, father they are more akin to grazing cattle."
74,كذلك يموت العلم بموت حامليه، اللهم بلى لا تخلو الأرض من قائم لله بحجة إما ظاهرا مشهورا أو خائفا مغمورا لئلا تبطل حجج الله وبيناته، وكم ذا وأين أولئك؟ والله الأقلون عددا والأعظمون عند الله قدرا،,"Thus knowledge passes away with the passing away of those who carry it. O Allah! Indeed the earth will never be devoid of one who stands firm for Allah with clear proofs. Therefore, Allah’s clear proofs and signs will never be abolished. Such people are few in number but have the greatest standing with Allah."
