,Arabic,English
63,تَجِــدِ اللهَ عنــدَ كُــلِّ مخـــوفٍ         كاشفـــاً للهـمــــومِ والآلامِفلهُ الحمــدُ والخلائـــقُ طُـــراً         وهو ربُّ الدهورِ والأعوام,"and you will find, whenever you are afraid, that God will remove your anxieties and pain. To Him is the praise, and His is all the creation.He is the lord of time, and of eternity."
64,7- حدثني أبو الطيّب أحمد بن محمد المخرّمي قال: حدّثني بعضُ بني نَوْبَخْت قال: لمّا اجتاز الرشيدُ في طريقه إلى خراسان أقام بحلوان أياماً، ثم رحل فوجد بخط على حجر كان بالقُرْب منه:,"Abu ‘l-Tayyib Ahmad ibn Muhammad al-Mukharrimi told me that a member of the Nawbakht family told him that (the caliph) al-Rashid stayed in Hulwan for some days on his way to Khurasan and that when he left, the following was found in his handwriting on a stone in his vicinity:"
65,حتى متى أنا فـي حـلِّ وتَرْحــالَوطــولِ سَعْـيٍ وإدبــــــارٍ وإقبـــــــالِونــازح الــدارِ لا أنفـكُّ مُغْتَرِبــاًعن الأحبّــةِ لا يـــدرونَ ما حالـــــــي,"How long will I be arriving at places and departing, continuing the long struggle in bad luck and in good, far removed from my home, forever distanced from the loved ones who do not know my plight,"
66,بمَغْرِبِ الأرضِ طَوْراً ثم مَشرِقِهالا يخطرُ الموتُ من حِرْصي على باليولو قنِعْتُ أتانـي الرزقُ في دَعَــةٍإنّ القُنــوعَ الغِنـى، لا كثــــرة المــــالِ,"now in the western part of the earth and now in the eastern? My desire for wealth is such that not even death preys on my mind.If only I could be content, my livelihood would come to me in tranquility.It is contentment that is wealth, not a lot of money."
67,8- وحدثني أيضاً قال: قال لي رجلٌ من أهل الشام: اجتزتُ بمنارة الإسكندرية فدخلتُها لأرى عجيبَ بنائها وما أسمعُ من صِفتها، فإني لَأطوفُ فيها فمررتُ بموضعٍ في أعلاها فيه خطوطُ الغرباء والمجتازين قديمةُ وحديثة.,"He also said that a Syrian told him the following.I passed by the lighthouse of Alexandria and went inside to see its marvellous construction and other things that I had heard praised. In the course of walking around inside it I passed by a place in its upper parts in which there were graffiti, both old and recent, by strangers and passers-by."
68,ولم أحب الانصراف عنه إلّا بعد أن يكون لي به أثَرٌ، فقلتُ هاذه الأبيات وكتبتُها فيه:شَرّدَتْنــي نـوائـــبُ الأيـّــــــامِ           ورمتْني بصائباتِ السهامِ,"I did not want to go away without leaving a record behind, so I composed these verses and inscribed them here:The calamities of time have driven me from place to placeand shot me with arrows that never miss."
69,وتحته مكتوبٌ: يقولُ فلان بن فلان – وقد محا الاسمين طولُ العهد – وصلتُ إلى هاذا الموضع في رجب سنة ثلاث وثلاث مئة، على مثل حال المشرَّدِ عن إخوانه، المطرودِ عن أوطانه، وقرأتُ الأبيات، وما أعرَفني بالغرض فيها وأوقعني بمعانيها إلّا أننّي جرّبتُ الدنيا فوجدتُها غروراً، والأحبابَ زوراً، والرجوعَ إلى الله تعالى في النائبات أولى بذوي العقول من ارتكاب التهْلُكات.,"Underneath somebody had written:So-and-so, son of so-and-so — time had erased the two names — said, “I got to thisplace in Rajab 303/January 916 in the state of this person who has been banished from his friends and expelled from his homeland. I read these verses. I understood their import and guessed their meaning because I have experienced this world and found it to be vanity, the loved ones to be false. Repentance unto God in misfortune is better for intelligent people than the pursuit of dangerous ventures."
70,9- وقرأتُ على فناء المسجد الجامع بمتّوث، وهى مدينةٌ بين سوقِ الأهواز وبين قُرْقوب، عند اجتيازي بها مكتوباً: حضر المؤمّل بن جعفر البندنيجي في شهر رمضان من سنة سبع وعشرين وثلاث مئة وهو يقول:,"When I passed by Mattuth, a town between Suq al-Ahwaz and Qurqub, I read an inscription in the courtyard of its Friday mosque which said: al-Mu’ammil ibn Ja’far al-Bandaniji was here in the month of Ramadan in the year 327/939, and he says,"
71,كنا نسمعُ أهلَ العلمِ يقولون: فَقْدُ الأحبّة في الأوطان غُرْبَة، فكيف إذا اجتمعتِ الغربةُ وفَقْدُ الأحبّة. وجملةُ الأمر أنّ الذي عرفته من حال الدنيا أنه لا يفي فَرَحُها بتَرَحِها، فقلتُ:,"We used to hear learned people say that the loss of loved ones in one’s homeland is exile. How much more so when exile and loss of the loved ones come together! The sum of it all, in my experience of the world, is {that} its pleasures do not make up for its griefs. So I said:"
72,يا مَنْ على الدنيا يُجاذبْ            وعلى زخارفها يُغاضــبْلا تطلبـــنَّ وِصالَــــــهـا            ليستْ لصاحِبها بصاحــبْ,"you who contend for the (goods of this) world, quarreling over her tinsel, do not seek union with her, for she is not a friend to her friends."
73,بَيْنـــا تراهـــــا عنـــــده            إذْ فارقَـتْــهُ ولــم تـراقـــبْإنّــي خَبَــرْتُ حديثَهــــا            يا صاحِ من طولِ التجاربْ,"While you are seeing her with someone, suddenly she will leave him, when she is not being watched.I know how she talks, my friend, from long experience."
74,وإذا تحته مكتوبٌ بغير ذلك الخطّ:,Underneath it was written in a different hand:
75,صَدَقْتَ صَدَقْتَ وعندي الخبرْ         سأحذرُ منها ركوبَ الخَطَرْوأحملُ نفســي علـى حالـــةٍ          فإمّــا انتفاعٌ وإمّـــا ضَــرَرْ,"You are right, you are right! I know for sure.I shall beware of the risks she holds outand force myself to accept any situation, whether it brings good or ill."
76,10- وكنتُ بجامع الرصافة في مدينة السلام يوم جُمُعة، وأظنُّ ذلك في سنة إحدى أو اثنتين وخمسين وثلاث مئة. فمرّتْ بي رقعةٌ قد حُذِفَ بها، كما تفعلُ العامَّةُ برقاع الدعاء. فأخذتُها غير معتمد، فإذا فيها بخطٍّ مليح في معنى خطوط الكتّاب:,"10.1 was in the Friday Mosque of Rusafa in eastern Madlnat al-Salam on a Friday, I think it was in the year 351/962f or 352/963f. A piece of paper flew by me, somebody having thrown it, as the common people do with notes in which they put their wishes. I picked it up without thinking, and lo, somebody had written on it in an elegant hand in the secretarial style:"
77,بسم الله الرحمن الرحيمرحم اللهُ مَــنْ دعا لغريــبٍ             مُدْنَفٍ قد جفـاه كـلُّ حبيــبورماه الزمانُ من كلّ قطـرٍ            فهو لا شكّ ميّتٌ عن قريبِ,"In the name of God, the merciful, the benevolent.May God have mercy on him who prays for a stranger, who is crushed and shunned by every beloved, chased by time from every country, and who will surely soon be dead."
78,11- وحدّثني شيخٌ لنا قال: قرأتُ على حائط مقبرة سيبويه مكتوباً:رحل الأحبّةُ بعد طولِ توجُّــعٍ       ونأى المزارُ فأسلموكَ وأوجعواتركوكَ أوحشَ ما يكون بقَفْرَةٍ        لم يؤنسوكَ، وكربةً لـم يدفعــواَ,"A teacher of ours told us that he read this, which someone had written on the wall of Sibawayh’s tomb:The loved ones departed after long suffering, and the object of visits is far away.They have forsaken you and intensified your pain, leaving you in the most deserted of wastelands instead of keeping you company and alleviating your grief."
79,12- وقرأت على حائط مسجد الجامع بدسكرة الملِك: حضر فلان بن فلان الصرويّ في سنة ثلاث وخمسين وثلاث مئة وهو يقول:سقى اللهُ أيّامَ التواصِل غَيْثَـهُ       وردَّ إلى الأوطان كُلَّ غريـبِفلا خَيْرَ في دُنْيا بغيْر تواصلٍ      ولا خَيْرَ في عَيْشٍ بغيرِ حبيبِ,"I read the following on the wall of the Friday mosque in 34 Daskarat al-Malik.  So-and-so al-Saraw! was here in the year 353/964f, and he says:May God water the days of togetherness with His rain and return every stranger to his homeland.There is no good in this world without togetherness and no joy in life without a loved one."
80,13- وخرجتُ أنا وأبو الفتح أحمد بن إبراهيم بن عليّ بن عيسى رحمه الله، ماضيَيْن إلى دير الثعالب، في يوم من سنة خمس وخمسين وثلاث مئة للنزهةِ ومُشاهدةِ اجتماع النصارى هناك، والشربِ على نهلر يَزْدَجِرْد الذي يجري على باب هاذا الدير.,"One day in the year 355/965 I went out for an excursion with Abu *l-Fath Ahmad ibn Ibrahim ibn ‘Ali ibn ‘Isa, may God have mercy upon them, to the monastery of al-Thaalib to watch the Christians gather there and to drink by the Yazdegerd Canal, which flows by the gate of this monastery."
81,فبينا نحن نطوفُ الديرَ، ومعنا جماعةٌ من أولاد الكتّاب النصارى وأحداثهم، وإذا بفتاة كانّها الدينارُ المنقوشُ كما يُقال، تتمايلُ وتتثنّى كغُصْن ريحان في نسيم شمال,"While we were walking around the monastery, accompanied by a group of sons of Christian secretaries and (other) young men of theirs, we saw a young woman with a face like an inscribed dinar, as the saying goes, who was swaying and swinging like a branch of basil in the breeze of the north wind."
82,فضربت بيدها إلى يد أبي الفتح وقالت: يا سيّدي، تعال اقرأْ هاذا الشعر المكتوب على حائط بيت الشاهد.,"She stretched out her hand to Abu ’l-Fath, saying, “Sir, come and read the poetry written on the wall of the martyrion”."
83,فمضيْنا معها، وبنا من السرورِ بها وبظَرفها وملاحةِ مَنْطِقها ما الله ُ به عالم.,"We went with her, filled with a pleasure in her and her grace and sweetness of diction that only God knows."
84,فلما دخلنا البيت كَشَفَتْ عن ذِراعٍ كالفضّةِ، وأومأت إلى الموضع، وإذا فيه مكتوب:,"When we entered the room, she pointed, unbaring a forearm like silver, to a place where somebody had written the following:"
85,خرجَتْ يوم عيدِها             في ثيابِ الرواهبِفَسَبَــتْ باختيالهـــا             كلَّ جـاءٍ وذاهـــبِ,"She went out on the day of her feast, dressed as a nun, and captivated with her haughty walk everyone coming and going."
86,لِشقائــي رأيتُـهــــا             يومَ ديــرِ الثعالـبِتتهـــادى بنســــوةٍ             كاعبٌ في كاعــبِهـي فيهــم كأنهـــا             البَدْرُ بيْن الكواكبِ,"For my misery I saw heron the feast of the Tha’alib monastery, swaying among women, a buxom girl among buxom girls, in whose midst she was like the full moon surrounded by stars."
87,فقلنا لها: أنتِ والله المقصودةُ بمعنى هاذه الأبيات. ولم نشكّ أنها كتبت الأبيات،,"We said, “By God, you are the girl that these verses are about!”, having no doubt that she had written them herself."
88,ولم تفارقنا بقية يومنا. وقلتُ فيها هاذه الأبيات، وأنشدتها إيّاها ففرحتْ:,"She stayed with us for the rest of the day, and I composed the following verses about her which I recited to her and which pleased her:"
89,مرّتْ بنا تَخْطِـرُ فـي مَشْيهــا              كأنّمــا قامتُهـــا بَانـــــهْهَبَّـتْ لهــا ريـحٌ فمالـتْ بهــا              كما تثنَّى غصنُ ريْحَانَه,"She passed by us,strutting in her gait as if her figure were a ben tree, bending in the wind that blew on herand swaying like a basil branch."
90,فَتَيّمَـتْ قلبــي وهاجــتْ لـــه              أحزانَـه قُدْمــاً وأشجانَــه,"Thus she enslaved my heart, stirring up old sadness and grief."
91,وحصل بينها وبين أبي الفتح عِشْرة بعد ذالك. ثم خرج إلى الشام وتوفى بها، ولا أعرف لها خبر بعد ذلك.,"She and Abu ’l-Fath had an intimate relationship after that. Then he went to Syria and died there, and I don’t know what happened to her."
92,14- حدثّني أبو محمد حمزة بن القاسم الشامي: قال:اجتزتُ بكنيسة الرّها عند مسيري إلى العراق. فدخلتُها لأشاهدَ ما كنتُ أسمعه عنها.,"Abu Muhammad Hamza ibn al-Qasim the Syrian told me the following.I passed by the church in Edessa on my way to Iraq and, having heard about it, went inside to see it."
93,فبينا أنا في تطوافي، إذ رأيتُ على ركنٍ من أركانها مكتوباً بالحمرة: حضر فلان بن فُلان وهو يقول: من إقبال ذي الفِطْنة، إذا ركبَتْه المحنة انقطاعُ الحياة، وحضور الوفاة.,In the course of walking around in it I noticed an inscription in red on one of its pillars: So-and-so was here and he says: The good fortune of wise people when trials afflict them is to have their lives cut short and die;
94,وأشدُّ العذابِ تطاوُلُ الأعمار في ظلّ الإدبار، وأنا القائل:ولـي هِمّةٌ أدنى منازِلِها السُّهــا       ونَفْسٌ تَعَالى في المكارم والنُّهـى,"their worst suffering is to have a long life in the shadow of misfortune. I am the one who said,I have ambitions so high that a star in Ursa Majoris their nearest station;and my soul is lofty in intelligence and noble deeds."
95,وقدْ كنتُ ذا حـالٍ بمروٍ قريبــة       فبلّغَـتِ الأيّـامُ بـي بِيعَــةَ الرُّهـــاولو كنتُ مَعروفاً بها لم أُقِمْ بها       ولكنّني أصبحـتُ ذا غربـةٍ بهـــا,"I was a man of substance and rank in Marw,but time has driven me to the church of Edessa, where I would not stay if I were known.But I have become a stranger here."
