,Arabic,English
18,بل يحِق عَلَيْك أَن تعلم أَن أصُول الطِّبّ وَالْآخر علم كَيْفيَّة مُبَاشَرَته ثمَّ يخص الأول مِنْهُمَا باسم الْعلم أَو باسم النّظر ويخص الآخر باسم الْعَمَل فنعني بِالنّظرِ مِنْهُ مَا يكون التَّعْلِيم فِيهِ مُقَيّد الِاعْتِقَاد فَقَط من غير أَن يتَعَرَّض لبَيَان كَيْفيَّة عمل مثل مَا يُقَال فِي الطِّبّ.,"We mean that these two aspects belong together’ one deals with the basic principles of knowledge; the other with the mode of operation of these principles (within the body). The former is theory; the latter is applied knowledge.. “Theory” of medicine is that which, when mastered,, gives us a certain kind of knowledge, apart from any question of treatment."
19,إِن أَصْنَاف الحميات ثَلَاثَة وان الأمزجة تِسْعَة ونعني بِالْعَمَلِ مِنْهُ لَا الْعَمَل بِالْفِعْلِ وَلَا مزاولة الحركات الْبَدَنِيَّة بل الْقسم من علم الطِّبّ الَّذِي يُفِيد التَّعْلِيم فِيهِ رَأيا ذَلِك الرَّأْي مُتَعَلق بِبَيَان كَيْفيَّة عمل مثل مَا يُقَال فِي الطِّبّ إِن الأورام الحارة يجب أَن يقرب إِلَيْهَا فِي الِابْتِدَاء مَا يردع ويبرد ويكشف,"Thus we say that “there are three forms of fever and nine constitutions.” “Practice” of medicine is not the work which the physician carries out, but is that branch of medical knowledge which, when acquired, enables one to form an opinion upon which to base the proper plan of treatment. Thus it is said: “ for inflammatory foci, the first agents to employ are infrigidants, inspissants, and repellants;"
20,ثمَّ من بعد ذَلِك تمزج الرادعات بالمرخيات ثمَّ بعد الِانْتِهَاء إِلَى الانحطاط يقْتَصر على المرخيات المحللة إِلَّا فِي أورام تكون عَن مواد تدفعها الْأَعْضَاء الرئيسة فَهَذَا التَّعْلِيم يفيدك رَأيا: هُوَ بَيَان كَيْفيَّة عمل فَإِذا عملت هذَيْن الْقسمَيْنِ فقد حصل لَك علم علمي وَعلم عَمَلي وَإِن لم تعْمل قطّ.,"then we temper these with mollificants; and, finally, when the process is subsiding, resolvent mollificants will accomplish the rest. But if the diseased focus contains matter which depends for its expulsion on the integrity of the principal members, such treatment is not applicable. Here the theory guides to an opinion, and the opinion is the basis of treatment. Once the purpose of each aspect of medicine is understood, you can become skilled in both, even though there should never come a call for you to exercise your knowledge."
21,وَلَيْسَ لقَائِل أَن يَقُول إِن أَحْوَال بدن الْإِنْسَان ثَلَاث: الصِّحَّة وَالْمَرَض وَحَالَة ثَالِثَة لَا صِحَة وَلَا مرض وَأَنت اقتصرت على قسمَيْنِ فَإِن هَذَا الْقَائِل لَعَلَّه إِذا فكر لم يجد أحد الْأَمريْنِ وَاجِبا لَا هَذَا التَّثْلِيث وَلَا إخلالنا,"Another thing there is no need to assert that “ there are three states of the human body sickness, health, and a state which is neither health nor disease.” The first two cover everything. Careful consideration of the subject will make it clear to the physician either that the threefold grouping is unnecessary or that the group which we reject is unnecessary.. The first two states really cover everything."
22,بِهِ ثمَّ إِنَّه إِن كَانَ هَذَا التَّثْلِيث وَاجِبا فَإِن قَوْلنَا الزَّوَال عَن الصِّحَّة يتَضَمَّن الْمَرَض وَالْحَالة الثَّالِثَة الَّتِي جعلوها لَيْسَ لَهَا حد الصِّحَّة إِذْ الصِّحَّة ملكه أَو حَالَة تصدر عَنْهَا الْأَفْعَال من الْمَوْضُوع لَهَا سليمَة وَلَا لَهَا مُقَابل هَذَا الْحَد إِلَّا أَن يحدوا الصِّحَّة كَمَا يشتهون ويشترطون فِيهِ شُرُوطًا مَا بهم إِلَيْهَا حَاجَة.,"Careful consideration will convince the physician that the third state is dual on the one hand an infirmity, and on the other a habit of. body [some ugliness of form, for instance] or a condition which cannot be called strict health although the actions and functions of the body are normal. One must not risk defining “ health ” in an arbitrary fashion, and include in it a condition which does not belong to it (p)."
23,ثمَّ لَا مناقشة مَعَ الْأَطِبَّاء فِي هَذَا وَمَا هم مِمَّن يناقشون فِي مثله وَلَا تُؤدِّي هَذِه المناقشة بهم أَو بِمن يناقشهم إِلَى فَائِدَة فِي الطِّبّ.,"However we do not propose to argue this matter out, because a disputation of that kind does not really further medicine."
24,وَأما معرفَة الْحق فِي ذَلِك فمما يَلِيق بأصول صناعَة أُخْرَى نعني أصُول صناعَة الْمنطق فليطلب من هُنَاكَ.,سقطمنالنسخة
25,الْفَصْل الثَّانِي: فِي مَوْضُوعَات الطِّبّ,سقطمنالنسخة
26,لما كَانَ الطِّبّ ينظر فِي بدن الْإِنْسَان من جِهَة مَا يَصح وَيَزُول عَن الصِّحَّة وَالْعلم بِكُل شَيْء إِنَّمَا يحصل وَيتم إِذا كَانَ لَهُ أَسبَاب يعلم أَسبَابه فَيجب أَن يعرف فِي الطِّبّ أَسبَاب الصِّحَّة وَالْمَرَض,To medicine pertains the (study of the) human body how its health is maintained; how it loses health. To know fully about each of these we must ascertain the causes of both health and sickness.
27,وَالصِّحَّة وَالْمَرَض وأسبابهما قد يكونَانِ ظَاهِرين وَقد يكونَانِ خفيين لَا ينالان بالحس بل بالاستدلال من الْعَوَارِض فَيجب أَيْضا أَن تعرف فِي الطِّبّ الْعَوَارِض الَّتِي تعرض فِي الصِّحَّة وَالْمَرَض,"Now as health and sickness and their causes are sometimes evident to the senses and sometimes only perceived by means of the evidence afforded by the various symptoms, we must in medicine gain a knowledge of the symptoms of health and sickness."
28,وَقد تبين فِي الْعُلُوم الْحَقِيقِيَّة أَن الْعلم بالشَّيْء إِنَّمَا يحصل من جِهَة الْعلم بأسبابه ومباديه إِن كَانَت لَهُ وَإِن لم تكن فَإِنَّمَا يتمم من جِهَة الْعلم بعوارضه ولوازمه الذاتية.,It is a dictum of the exact sciences that knowledge of a thing is attained only through a knowledge of the causes and the origins of the causes assuming there to be causes and origins. Consequently our knowledge (of health and sickness) cannot be complete without an understanding both of symptoms and of the principles of being.
29,لَكِن الْأَسْبَاب أَرْبَعَة أَصْنَاف: مادية وفاعلية وصورية وتمامية. والأسباب المادية: هِيَ الْأَشْيَاء الْمَوْضُوعَة الَّتِي فِيهَا تتقوم الصِّحَّة وَالْمَرَض. أما الْمَوْضُوع الْأَقْرَب فعضو أَو روح وَأما الْمَوْضُوع الْأَبْعَد فَهِيَ الأخلاط وَأبْعد مِنْهُ هُوَ الْأَركان.,"There are four kinds of “ cause ” (of health and sickness): The material cause namely, the human subject in a state of health or disease. The immediate subject is: the members and the breath. The more remote is: the humours. The most remote is: the (imponderable) “ elements.” The humours and the elements are composites, and they are liable to vary."
30,وَهَذَانِ موضوعان بِحَسب التَّرْكِيب وَإِن كَانَ أَيْضا مَعَ الاستحالة وكل مَا وضع كَذَلِك فَإِنَّهُ يساق فِي تركيبه واستحالته إِلَى وحدة مَا وَتلك الْوحدَة فِي هَذَا الْموضع الَّتِي تلْحق تِلْكَ الْكَثْرَة: إِمَّا مزاج وَإِمَّا هَيْئَة. أما المزاج فبحسب الاستحالة وَأما الْهَيْئَة فبحسب التَّرْكِيب.,"But though they are subject to a variation of composition and change they show a certain constant unity, to which they converge namely, a unity of “constitution,” or. of “ form.” The constitution is in relation to the “change”; whereas the “ form ” is related to the “ composition.”"
31,وَأما الْأَسْبَاب الفاعلية: فَهِيَ الْأَسْبَاب الْمُغيرَة أَو الحافظة لحالات بدن الْإِنْسَان من الأهوية وَمَا يتَّصل بهَا والمطاعم والمياه والمشارب وَمَا يتَّصل بهَا والاستفراغ والاحتقان والبلدان والمساكن وَمَا يتَّصل بهَا والحركات والسكونات الْبَدَنِيَّة والنفسانية,"The efficient causes are such as change or maintain the states of the human body. Namely: Extrinsic: the air and affiliated agents: localities, countries, habitable regions and the like: comestibles, potables, and the like. Intrinsic: movement and its opposite repose of body and mind."
32,وَمِنْهَا النّوم واليقظة والاستحالة فِي الْأَسْنَان وَالِاخْتِلَاف فِيهَا وَفِي الْأَجْنَاس والصناعات والعادات والأشياء الْوَارِدَة على الْبدن الإنساني مماسة لَهُ إِمَّا غير مُخَالفَة للطبيعة وَإِمَّا مُخَالفَة للطبيعة وَأما الْأَسْبَاب الصورية: فالمزاجات والقوى الْحَادِثَة بعْدهَا والتراكيب,"including sleep and its opposite the waking state; evacuation of secretions and excretions; and its opposite retention thereof: the changes at the different periods of life occupations; habits and customs: descent (race, nationality). Agents affecting the human body by contact, whether contrary to nature or not. The formal causes: the constitutions; the compositions; the faculties proceeding from the constitutions."
33,وَأما الْأَسْبَاب التمامية: فالأفعال وَفِي معرفَة الْأَفْعَال معرفَة القوى لَا محَالة وَمَعْرِفَة الْأَرْوَاح الحاملة للقوى كَمَا سنبين,The final causes: the actions or functions. A knowledge of these presupposes a knowledge of the faculties and the breaths (which are the subjects of the faculties) as we shall show.
34,فَهَذِهِ مَوْضُوعَات صناعَة الطِّبّ من جِهَة أَنَّهَا باحثة عَن بدن الْإِنْسَان انه كَيفَ يَصح ويمرض وَأما من جِهَة تَمام هَذَا الْبَحْث وَهُوَ أَن تحفظ الصِّحَّة وتزيل الْمَرَض فَيجب أَن تكون لَهَا أَيْضا مَوْضُوعَات أخر بِحَسب أَسبَاب هذَيْن الْحَالين وآلاتهما,"These, then, are the subjects which pertain to medicine. Familiarity with them gives one insight into how the body is maintained in a state of health, and how it becomes ill. A full understanding of how health is conserved, or ill-health removed, depends on understanding the underlying causes of each of these states and of their “instruments.”"
35,وَأَسْبَاب ذَلِك التَّدْبِير بالمأكول والمشروب وَاخْتِيَار الْهَوَاء وَتَقْدِير الْحَرَكَة والسكون والعلاج بالدواء والعلاج بِالْيَدِ وكل ذَلِك عِنْد الْأَطِبَّاء بِحَسب ثَلَاثَة أَصْنَاف من الأصحاء والمرضى والمتوسطين الَّذين نذكرهم وَنَذْكُر أَنهم كَيفَ يعدون متوسطين بَين قسمَيْنِ لَا وَاسِطَة بَينهمَا فِي الْحَقِيقَة,"For example the regimen in regard to food, drink, choice of climate, regulations regarding labour and repose, the use of medicines, operative interference. Physicians treat of all these points under three headings, as will be referred to later health, sickness, and a state intermediate between the two. But we say that the state which they call “intermediate” is not really a mean between the other two."
36,وَإِذ قد فصلنا هَذِه البيانات فقد اجْتمع لنا أَن الطِّبّ ينظر فِي الْأَركان والمزاجات والأخلاط والأعضاء البسيطة والمركبة والأرواح وقواها الطبيعية والحيوانية والنفسانية وَالْأَفْعَال وحالات الْبدن من الصِّحَّة وَالْمَرَض والتوسط,"Now that we have enumerated these groups of causes (of health and sickness) we may proceed to discuss whatever Medicine has to say concerning (a) the elements; (F) the constitutions; (c) the fluids of the body; (d) the tissues and organs simple and composite; (e) the breaths and their natural, sensitive and vital faculties; (J) the functions; (g) the states of the body health, sickness, intermediate conditions."
37,وأسبابها من المآكل والمشارب والأهوية والمياه والبلدان والمساكن والاستفراغ والاحتقان والصناعات والعادات والحركات الْبَدَنِيَّة والنفسانية والسكونات والأسنان والأجناس والورادات على الْبدن من الْأُمُور الغريبة,"and (h) their causes food, drink, air, water, localities of residence, exercise, repose, age, sex, occupation, customs, race, evacuation, retention. The external accidents to which the body is exposed from without;"
38,وَالتَّدْبِير بالمطاعم والمشارب وَاخْتِيَار الْهَوَاء وَاخْتِيَار الحركات والسكونات والعلاج الْأَدْوِيَة وأعمال الْيَد لحفظ الصِّحَّة وعلاج مرض,"(z) the regimen in regard to food, drink, medicines; exercises directed to preserving health; (J) the treatment for each disorder."
39,فبعض هَذِه الْأُمُور إِنَّمَا يجب عَلَيْهِ من جِهَة مَا هُوَ طَبِيب أَن يتصوره بالماهية فَقَط تصورا علميا وَيصدق بهليته تَصْدِيقًا على أَنه وضع لَهُ مَقْبُول من صَاحب الْعلم الطبيعي وَبَعضهَا يلْزمه أَن يبرهن عَلَيْهِ فِي صناعته فَمَا كَانَ من هَذِه كالمبادئ فَيلْزمهُ أَن يتقلد هليتها,"With regard to some of these things there is nothing a physician can do, yet he should recognize what they are, and what is their essential nature whether they are really existent or not. For a knowledge of some things, he depends on the doctor of physical science; in the case of other things, knowledge is derived by inference [reasoning]. One must presuppose a knowledge of the accepted principles of the respective sciences of origins, in order to know whatever they are worthy of credence or not [criteriology]."
40,فَإِن مبادئ الْعُلُوم الْجُزْئِيَّة مسلمة وتتبرهن وتتبين فِي عُلُوم أُخْرَى أقدم مِنْهَا وَهَكَذَا حَتَّى ترتقي مبادئ الْعُلُوم كلهَا إِلَى الْحِكْمَة الأولى الَّتِي يُقَال لَهَا علم مَا بعد الطبيعة,"and one makes inferences from the other sciences which are logically antecedent to these. In this manner one passes up step by step until one reaches the very beginnings of all knowledge namely, pure philosophy; to wit, metaphysics."
41,وَإِذا شرع بعض المتطببين وَأخذ يتَكَلَّم فِي إِثْبَات العناصر والمزاج وَمَا يَتْلُو ذَلِك مِمَّا هُوَ مَوْضُوع الْعلم الطبيعي,"Hence, if a doctor undertakes the proofs of the existence of the “ elements ” and the “ constitutions ” and their derivatives from medicine itself he errs, for medicine cannot make these things clear, .belonging as they do to the domain of natural science."
42,فَإِنَّهُ يغلط من حَيْثُ يُورد فِي صناعَة الطِّبّ مَا لَيْسَ من صناعَة الطِّبّ ويغلط من حَيْثُ يظنّ أَنه قد يبين شَيْء وَلَا يكون قد بَينه أَلْبَتَّة,سقطمنالنسخة
43,فَالَّذِي يجب أَن يتصوره الطَّبِيب بالماهية ويتقلد مَا كَانَ مِنْهُ غير بَين الْوُجُود بالهلية هُوَ هَذِه الْجُمْلَة الْأَركان أَنَّهَا هَل هِيَ وَكم هِيَ والمزاجات أَنَّهَا هَل هِيَ وَمَا هِيَ وَكم هِيَ والأخلاط أَيْضا هَل هِيَ وَمَا هِيَ وَكم هِيَ والقوى هَل هِيَ وَكم هِيَ والأرواح هَل هِيَ وَكم هِيَ وَأَيْنَ هِيَ.,"List of what the physician aims at having a clear notion of; what each is, and whether the non-manifest actually exist or not. The elements. Do they exist ? How many are there ? In what modes are they ? What are they ? How do they arise ? The temperaments and constitutions. What are they ? How many are there ? The fluids of the body. Do they exist ? How many are there ? The members and the sense-organs. [The science of anatomy.] The faculties. Do they exist ? How many are there ? The functions. [The science of physiology. The breaths. Do they exist How many are there ? Where are they ? What changes in state do they undergo ? What are the causes of retardation (lagging) of the breath ?"
44,وان لكل تغير حَال وثباته سَببا وَأَن الْأَسْبَاب كم هِيَ واما الْأَعْضَاء ومنافعها فَيجب أَن يصادفها بالحس والتشريح. وَالَّذِي يجب أَن يتصوره ويبرهن عَلَيْهِ الْأَمْرَاض وأسبابها الْجُزْئِيَّة وعلاماتها وانه كَيفَ يزَال الْمَرَض وَتحفظ الصِّحَّة,(Or: the changes in the affective faculties; and the cause of their persistence.) The causes. How many are there ? The physician must also know how to arrive at conclusions concerning (i) the causes of illnesses and the individual signs thereof; the method (most likely to) remove the disorder and so restore health.
45,فَإِنَّهُ يلْزمه أَن يُعْطي الْبُرْهَان على مَا كَانَ من هَذَا خَفِي الْوُجُود بتفصيله وَتَقْدِيره,"Wherever they are obscure, he must be able to assign to them their duration, and recognize their phases."
46,وتوفيته وجالينوس إِذْ حاول إِقَامَة الْبُرْهَان على الْقسم الأول فَلَا يجب أَن يحاول ذَلِك من جِهَة انه طَبِيب وَلَكِن من جِهَة أَنه يجب أَن يكون فيلسوفا يتَكَلَّم فِي الْعلم الطبيعي كَمَا أَن الْفَقِيه إِذا حاول أَن يثبت صِحَة وجوب مُتَابعَة الْإِجْمَاع فَلَيْسَ ذَلِك لَهُ من جِهَة مَا هُوَ فَقِيه وَلَكِن من جِهَة مَا هُوَ مُتَكَلم وَلَكِن الطَّبِيب من جِهَة مَا هُوَ طَبِيب والفقيه من جِهَة مَا هُوَ فَقِيه لَيْسَ يُمكنهُ أَن يبرهن على ذَاك بته وَإِلَّا وَقع الدّور.,سقطمنالنسخة
47,(التَّعْلِيم الثَّانِي) (فِي الْأَركان) (وَهُوَ فصل وَاحِد),THESIS II. THE ELEMENTS
48,الْأَركان هِيَ أجسام مَا بسيطة هِيَ أَجزَاء أولية لبدن الْإِنْسَان وَغَيره وَهِي الَّتِي لَا يُمكن أَن تَنْقَسِم إِلَى أَجزَاء مُخْتَلفَة بالصورة وَهِي الَّتِي تَنْقَسِم المركبات إِلَيْهَا وَيحدث بامتزاجها الْأَنْوَاع الْمُخْتَلفَة الصُّور من الكائنات,"The elements are simple bodies. They are the primary components of the human being throughout all its parts, as well as of all other bodies in their varied and diverse forms. The various orders of beings depend for their existence on the intermixture of the elements."
49,فليتسلم الطَّبِيب من الطبيعي أَنَّهَا أَرْبَعَة لَا غير اثْنَان مِنْهَا خفيفان وإثنان ثقيلان فالخفيفان: النَّار والهواء والثقيلان: المَاء وَالْأَرْض.,"Natural philosophy speaks of four elements and no more. The physician must accept this. Two are light, and two are heavy. The lighter elements are Fire and Air; the heavier are Earth and Water."
50,وَالْأَرْض جرم بسيط مَوْضِعه الطبيعي هُوَ وسط الْكل يكون فِيهِ بالطبع سَاكِنا ويتحرك إِلَيْهِ بالطبع إِن كَانَ مباينا وَذَلِكَ ثقله الْمُطلق وَهُوَ بَارِد يأبس فِي طبعه أَي طبعه طبع إِذا خلى وَمَا يُوجِبهُ وَلم يُغَيِّرهُ سَبَب من خَارج ظهر عَنهُ برد محسوس ويبس.,"THE EARTH. The Earth is an “ element ” normally situated at the center of all existence. In its nature it is at rest, and all others naturally tend towards it, at however great a distance away they might be. This is because of its intrinsic weight. It is cold and dry in nature, and it appears so to our senses as long as it is not interfered with by extraneous agencies, and obeys its own peculiar nature."
51,ووجوده فِي الكائنات وجود مُفِيد للاستمساك والثبات وَحفظ الأشكال والهيآت.,It is by means of the earthy element that the parts of our body are fixed and held together’ into a compacted form; by its means the outward form is maintained.
52,وَأما المَاء فَهُوَ جرم بسيط مَوْضِعه الطبيعي أَن يكون شَامِلًا للْأَرْض مشمولا للهواء إِذا كَانَا على وضعيهما الطبيعيين وَهُوَ ثقله الإضافي وَهُوَ بَارِد رطب,"The Water is a simple substance whose position in nature is exterior to the (sphere of the) Earth, and interior to (that of) the Air. This position is owing to its relative density. In nature it is cold and moist."
53,أَي طبعه طبع إِذا خلى وَمَا يُوجِبهُ وَلم يُعَارضهُ سَبَب من خَارج ظهر فِيهِ برد محسوس وَحَالَة هِيَ رُطُوبَة وَهِي كَونه فِي جبلته بِحَيْثُ يُجيب بِأَدْنَى سَبَب إِلَى أَن يتفرق ويتحد وَيقبل أَي شكل كَانَ ثمَّ لَا يحفظه ووجوده فِي الكائنات لتسلس الهيآت الَّتِي يُرَاد فِي أَجْزَائِهَا التشكيل والتخطيط وَالتَّعْدِيل,"It appears so to our senses as long as there are no influences to counteract it. Its purpose in (the world of) creation lies in the fact that it lends itself readily to dispersion, and consequently assumes any shape without permanency. In the construction of things, then, it provides the possibility of their being moulded and spread out and attempered."
54,فَإِن الرطب وَإِن كَانَ سهل التّرْك لليهآت الشكلية فَهُوَ سهل الْقبُول لَهَا كَمَا أَن الْيَابِس وَإِن كَانَ عسر الْقبُول للهيآت الشكلية فَهُوَ عسر التّرْك لَهَا,"Being moist, shapes can be readily fashioned (with it) and as easily lost (and resolved). Dryness, on the other hand, permits forms to be assumed only with difficulty, and they are resolved with similar difficulty."
55,وَمهما تخمر الْيَابِس بالرطب اسْتَفَادَ الْيَابِس من الرطب قبولا للتمديد والتشكيل سهلا واستفاد الرطب من الْيَابِس حفظا لما حدث فِيهِ من التَّقْوِيم وَالتَّعْدِيل قَوِيا وَاجْتمعَ الْيَابِس بالرطب عَن تشتته واستمسك الرطب باليابس عَن سيلانه,"When dryness and moisture alternate, the former is overruled by the latter, and thus the object is easily susceptible of being moulded into a form; whereas if the moisture were overruled by dryness, the form and features of the body would become firm and constant. Moisture serves to protect dryness from friability; dryness prevents moisture from dispersing."
