,Arabic,English
14,وما أورده أفاضل الكتاب فى وصايا المقدمين على العساكر، وما وقع لدهاة الحروب من حيلة محتال ومكر ماكر.,"and upon that which the most learned of writers had cited in the recommendations to the leaders of the armies; and upon that which happened to the ingenious men of wars of the stratagems of the tricker, of the cunning of the Running."
15,دعانى ذلك إلى أن أخدم خزانته الشريفة – عمرها الله تعالى بدوام ملكه وطول بقائه، وعلو نجمه الزاهر وسطوع ضيائه – بكتاب أضعه فى تدبير الحروب وترتيبها، ومعرفة أحوال القتال وتقديرها، ليهتدى بذلك من يقف عليه من أمرائه الأنجاب وقواد عساكره,"This prompted me to contribute to his treasure, may God make it prosperous, by the continuation of his rule and the lengthening of his life and the elevation of his luminous stars and the shining of his light, by a book which I composed about the management of wars and their organization; about the knowledge [accrued] about the conditions of fighting and their assessment, so that he who chances upon it of the [Sultan’s] noble commanders and the leaders of his armies [might] be guided by it."
16,ويقتدى منهم من لم يخبر طريق الحرب لحداثة سنه بخابره، وإلا فهو ثبت الله قواعد دولته، وجعل مصير أعدائه المارقين إلى قبضته، قد عرك الحروب وخبرها، وعرف بالتجارب والوقائع حالها وخبرها,"He among them who did not experience the path of war, because of the youth of his age, can be guided by its [expert] informants. [But I did not compose it for the Sultan, for] he, may God make fixed the basis of his state and put the fate of his heretical enemies in his grasp, has gone through the wars and experienced them and has known, by exploits and battles, their conditions and their nature (lit., news)."
17,وخدمته السعود فأعقبته بكل واقعة ظفرا، وصحبته الحظوظ فلم يفارقه النصر سفراً ولا حضراً، وما النصر إلا من عند الله العزيز الحكيم. وقد سميته “تفريج الكروب فى تدبير الحروب”، وجعلت مقاصده منحصرة فى عشرين باباً.,"Good luck has served him and gave him after each battle a victory; fortune accompanied him and victory did not desert him, neither while afield nor in fixed abode. And victory is not except from God, the Mighty, the Wise. I have entitled it ‘The Dispelling of Woes in the Management of Wars”, and I have put its materials into twenty books."
18,بسم الله الرحمن الرحيم. “الحمد لله رب العالمين والعاقبة للمتقين وصلى الله على سيدنا محمد خاتم النبيين وعلى آله وصحبه وسلم تسليما كثيراً.,"IN THE NAME OF GOD, the Compassionate, the Merciful. Praise belongs to God, the Lord of the Worlds and the Reward is for the Godfearing. May His blessing be upon our lord Muhammad, the Seal of the Prophets, and upon his Family and his Companions; may He bestow upon them a Great Benediction."
19,وبعد، فهذا كتابى يسمى بتفريج الكروب فى تدبير الحروب، مرتباً على عشرين باباً، فى كل باب من ذلك ثلاثة فصول فى تدبير الحروب، ومعرفة أحوال القتال وتقريرها، تأليف العبد الفقير إلى الله تعالى عمر بن إبراهيم الأوسى الأنصارى رحمه الله تعالى”.,"This book is entitled “The Dispelling of Woes in the Management of Wars”, arranged in twenty books, and in each of these is three chapters about the management of wars and what is known of the nature of battles and its explication. The author, the humble slave of God, the Exalted, is ‘Omar b. Ibrahim al-Awsi al-Ansari; may God, the Exalted, have mercy upon him."
20,البابُ الأوّل: فى التحرز فى حال الأمن عند إقامة الملك فى دار ملكه. وفيه ثلاثة فصول.,BOOK ONE: About caution in time of peace when the ruler resides in his capital. In it are three chapters.
21,الفصل الأول: فى أخذ الحذر فى الجملة.,Chapter One: about the maintenance of caution generally.
22,قال العلماء بأمور الحرب وتدبيرها: ينبغى أن يكون الملك فى حال الأمن وهو مقيم بدار ملكه فى غاية من الحذر والتحرز من العدو [فإنه إن تحرك عليه عدو كان على أهبة الكفاية، وإن لم يتحرك عليه عدو لم يضره الاحتراز,"Those knowledgeable in military affairs and their management hold that the ruler in time of peace [and] while residing in his capital should be in [a state] of extreme caution against and protection from the enemy. for, if any enemy moves against him, he would be sufficiently prepared; and, if the enemy does not move against him, the precaution will not have been wasted."
23,فإن الخلل قل أن يقع مع التحرز، وإنما يقع مع التفريط والإهمال والاتكال على الفوت]. وقد أمر الله تعالى بالحذر فقال تعالى “يَا أَيُّهَا الَّذِينَ آمَنُوا خُذُوا حِذْرَكُمْ فَانفِرُوا ثُبَاتٍ أَوِ انفِرُوا جَمِيعًا”. وقال تعالى [جلت قدرته]: {وَأَعِدُّوا لَهُم مَّا اسْتَطَعْتُم مِّن قُوَّةٍ وَمِن رِّبَاطِ الْخَيْلِ تُرْهِبُونَ بِهِ عَدُوَّ اللَّهِ وَعَدُوَّكُمْ}.,"Injury rarely occurs when precaution is taken, but rather occurs with the lack of caution, with negligence and complacency. God the Almighty, exalted be His Power, ordained caution when He said, “O believers, take your precautions; then move forward in companies, or move forward all together.” And He, Exalted is He, His Power is mighty, said, “Make ready for them whatever force and strings of horses that you can, to terrify thereby the enemy of God and your enemy.”"
24,ويروى أن النبى صلى الله عليه وسلم قال: الحزم سوء الظن. ويحكى عن عنترة الفوارس أنه سئل عن كثرة ظفره فى حروبه وعدم نيل عدوه منه، فقال: ما كذبت على عدوى خبرا، ولا بتّ منه إلا على حذر.,"It is related that the Prophet, the Blessing of God and His Benediction upon him, said, ’Resolution is suspicion.” Of Antarat al-Fawaris V it is recounted that he was asked about [the reason for] the great number of his victories in his wars and the lack of success of his enemies against him. He said, I never disbelieved any report about my enemy, and I did not sleep except with caution about him.”"
25,وبالجملة فإنه يجب أن يكون سئ الظن بعدوه بكل حال، آخذاً حذره منه، معظماً لأمره فى نفسه، مستعداً له بما فوق قدره,"Generally, one must be suspicious of one’s enemy, in every condition taking one’s caution against him; exaggerating his condition to one’s self; being ready for him with that which is beyond his power."
26,فإنه إذا أعد له ما هو أكبر منه ثم وجد أمره صغيراً لم يضره ذلك، وإن وجده كبيراً كان قد أعد له ما يكافئه أو يزيد على مكافأته، فىكون قد استظهر عليه فى التأهب. والنصر من عند الله تعالى.,"Verily, if one has prepared for him [an amount] greater than [necessary] against him, and then found his power small, this does not injure one; and, if one found his [power] great, one would have prepared for him what is sufficient for him or more than is sufficient for him. Thus one gains mastery over him by preparedness; and victory is from God."
27,وقد قيل إنه لا ينبغى أن يأمن عدوه وإن بعد عنه، ولا يأخذ فى لقائه بالهوينا إذا قرب منه، ولا يترك معاجلة لقائه حيث تحقق قصده إليه,"It has been said that one must not feel secure about one’s enemy though he be far from one, nor should one advance carelessly to meet him should he approach one. Yet there should be no postponement of meeting him, when his intention towards one is ascertained."
28,فإنه متى ترك ذلك فى وقته حتى فاته كان قد ضيع الحزم، وإذا دخل على نفسه الخوف وعرض أمره للندم فإن الفرصة [قلما تعود] إذا ضيعت. والحزم أن يستعد للأمر قبل وقته ليجد ذلك عند الحاجة إليه.,"Verily, he who neglects doing so at the right time, so that it (i.e. the right time) passes, would have wasted resolution. If fear enters one’s spirit, exposing one’s affair[s] to possible regret, the opportunity rarely repeats itself when [once] it has been wasted. Resolution means that one is prepared for the affair before its eventuality, so that one finds [resolution] when it is needed."
29,[الفصل الثاني]: فى التحرز باتخاذ الأسوار والخنادق على المدن والحصون ونصب المرايا بالأمكنة العالية للنظر.,"Chapter Two: is about precaution through the use of the walls and trenches of cities and fortresses, and the erection of mirrors in high places for observation [of the enemy]."
30,أما الأسوار والخنادق، فإنه لم تزل الملوك فى كل زمن يحصنون المدن والحصون والقلاع بالأسوار العالية، والخنادق الدائرة الممتلئة بالماء. ولا يخفى على ما فى ذلك من عظيم النفع فى المدافعة عند الحصار إذا هجم العدو على المدينة أو الحصن بغتة.,"As for walls and trenches: kings continued in every age to fortify cities and fortresses and citadels with high walls and encircling trenches filled with water. It is obvious what there is in this of great benefit for defense while undergoing siege, should the enemy storm the city or fortress unexpectedly."
31,وقد ثبت فى الصحيح أن النبى صلى الله عليه وسلم احتفر خندقاً على المدينة النبوية يوم الأحزاب، وأنه [كان صلى الله عليه وسلم] يعمل فيه بنفسه، لولا ما فى ذلك من النفع الكامل لما فعله النبى صلى الله عليه وسلم.,"It has been maintained in the Sahih that the Prophet had a trench dug around al-Madinah on the day of al-ahzab, r,the clans”, and he participated in its digging. Had there not been in this complete benefit, then the Prophet would not have done it."
32,وقد شوهدت مدن وقلاع كثيرة نزلت عليها الجيوش العظيمة، وحاصرتها الحصار الشديد فى الزمن الطويل، ولم يظفروا منها بطائل. ولم تزل ملوك الجاهلية تهتم بذلك وتحتفل به غاية الاحتفال,"It has been seen in the long period of history that many cities and fortresses were attacked by great armies and were subjected to severe siege, but to no avail. The kings of the Age of Ignorance, al-Jahiliyah, were always aware of this and applied to [the art of fortification] the utmost application."
33,حتى يقال إن سور أنطاكية من بلاد الشمال محيط بها وبقلعتها وداخله خمسة جبال حتى لا تكون مشرفة عليها من خارجها يتسلط عليها العدو منها.,"Thus it is said that the walls of Antakiyah (Antioch) in the lands of the North (Syria) enclosed the city and its citadel; and its interior contained five mountains, so that there was nothing outside it higher than anything inside it, [no point] from which the enemy could prevail against it."
34,وقد بنت دلوكة، المعروفة بالعجوز، التى ملكت مصر بعد فرعون – لعنه الله – على الديار المصرية سوراً من الطوب اللبن ممتداً على جميعها من العريش إلى أسوان من الجانب الشرقى والجانب الغربى فى سفح الجبل,"Dalukah, known as al-‘Ajuz, “the Old Woman”, who ruled Egypt after the Pharaoh, F’ar’un, God curse him, [built] in the lands of Egypt a wall of unburnt bricks, extending over all of it: from al-‘Arish to Aswan, from the eastern side and the western side along the slope of a mountain [range]."
35,جعلت فيه أبراجاً ومحارس على كل ثلاثة اميال، وأقامت عليه حرسا يسمع بعضهم بعضاً حتى إذا طرق جهة أحد منهم طارق تسامعوا به، حتى ينتهى الخبر إلى قصر الملكة، فتنتبه لذلك فى أسرع وقت وأقربه.,"She put castles along it and a watch tower for every three miles in which she set watchers who could hear one another. Thus, if on the side of one of them a single person made a movement, ore would hear [of it] from the others until the news reached the palace of the queen, notifying her in the quickest and shortest time."
36,وأثر هذا السور باق إلى الآن فى الجبل الشرقى والجبل الغربى [يسمى بحائط العجوز]. وقد كان سور القاهرة فى أول بنائها من الطوب اللبن، وكان قصر الخلافة بوسطها مكان المدرسة الصالحية وما حولها، ولم يكن السور المذكور حصيناً [لكونه فى وطأة من الأرض],"The ruins of tills wall remain until new in the eastern and western mountains and are called -‘the Wall of the Old Woman”, ha’it al-‘Ajuz. The wall of Cairo, when it was first built, was constructed of unbaked bricks. The palace of the Caliph [was] in the middle of it, in the [present] location of the Salihiyah madrasah and what is around it. But this [particular] wall was not a [salutary] fortification because it was built upon a low place."
37,فلما ملك السلطان صلاح الدين يوسف بن أيوب – رحمه الله تعالى – الديار المصرية بنى قلعة الجبل على مكان مرتفع، أدار سوراً من الحجر عليه وعلى القاهرة ومصر جميعاً. وآثار السور الأول باق إلى الآن [بالقرب من الباب الحديد وغير ذلك].,"When al-Sultan Salah ad-Din Yusuf b. Ayyub, may God the Exalted have compassion on him,ruled the lands of Egypt, he built the citadel of Cairo, Qal’at al-Jabal, on a raised site, surrounding it and Cairo (the Fatimid city), and Misr (those parts of the city outsidethe Fatimid wall, particularly Fustat), all of them, with a wall of stone. The ruins of the first wall remain until today, near the Bab al-Hadid and other places."
38,وأما نصب المرايا على الأماكن العالية للنظر فقد كان للملوك اهتمام به فى بلاد الثغور، حتى أن الإسكندر لما بنى الإسكندرية جعل فيها مناراً طوله أربع مائة ذراع، ونصب فى أعلاه مرآه من أخلاط,"As for the erection of mirrors in high places for observation: the kings [of the era before Islam] were very particular about this in the cities along the frontiers, al-thughur. Thus when Alexander built Alexandria, he erected in it a tall lighthouse, four hundred cubits in height and placed on its summit a mirror of [many] facets."
39,إذا نظر فيها الإنسان رأى البلد التى تقابلها من جزائر البحر وما يصنع فيها من عمارة المراكب وغيرها، فيقع التأهب لهم، إلى غير ذلك من أمور الملوك الماضية التى يقع بها الاحتراس [والله تعالى أعلم].,"If a man looked into it, he would see the region which is opposite to it, such as the islands of the sea, and [he would see] what is carried on in them of the building of ships and other things, thus ensuring preparedness against them. Matters other than these concerning preparedness engaged the attention of kings in the past. God, the Exalted, knows be t."
40,الفصل الثالث: فى استطلاع أخبار العدو واستعلامها ليقع التأهب له.,Chapter Three: about the seeking of intelligence about the enemy in order that one might be prepared for him.
41,لا يشك فى أن استطلاع خبر العدو واستعلام أمره من أهم الأمور وأعودها نفعاً؛ فإنه بذلك يعلم حال عدوه، وما هو عليه من قصده إليه أو كفه عنه، فيكون على علم من أمره. ثم لاستطلاع الأخبار واستعلامها عند طلب سرعة وصول الخبر أسباب,"There is no doubt that seeking information about the enemy is among the most important and profitable of affairs. One learns by this the condition of one’s enemy, and whether his intention is [to move] against one or to desist from doing so; so that one will know what his situation is. Hence, for the gathering of intelligence, when the quick arrival of reports is sought, there are methods."
42,أسرعها إيقاد النيران على رؤوس الجبال، وهو أنه إذا حدث حادث فى طرف من أطراف المملكة من طروق عدو ونحو ذلك، وكان هناك جبال عالية، فإن كان فى الليل أوقدوا النار على رأس جبل عال، وإن كان فى النهار أثاروا الدخان، فيراهم من على رأس الجبل الذى يليه,"The quickest of these is the kindling of tires on the summits of mountains; for, if something happened in an extremity of the kingdom, such as the movement of the enemy and similar matters, and there were high mountains: then, if it happened at night, fire [signals] can be lighted on the summit of a high mountain; while by daylight smoke signals can be sent from the top of one mountain to the one which comes after it."
43,فيفعل ذلك حتى ينتهى إلى المكان الذى يقصد بالخبر. وقد كان أول الدولة التركية، عند وقوع الحرب بين ملوك الديار المصرية وبين التتر، أناس مرتبون على رؤوس الجبال، مرصدون لذلك بمرتبات على السلطان، مركزون من الفرات إلى غزة,"This is repeated until [the information] reaches the place for which it is intended. In the beginning of the Turkish rule (i.c. of the Mamluks), when war broke out between the rulers of the Egyptian lands and the Tatars (Tartars), men were stationed on the summits of mountains, paid for this work by arrangements with the Sultan (i.c. paid from his privy purse), and [concentrated] along a line from the Euphrates to Ghazzah."
44,فيعلم أنه حادث حدث فى الجملة، ثم يرسل الحمام من غزة إلى مصر فيعلم خبر ذلك فى اليوم الواحد. ثم بطل ذلك بوقوع الصلح بين التتر وملوك الديار المصرية وزالت معالمه. ودون ذلك فى سرعة وصول الخبر الحمام [وهو أن ينتقل الحمام] من كل بلد إلى بلد آخر,"If any movement of the Tatars was noticed, the fire would be kindled and they would make smoke [signals], and this [information] would be relayed from the Euphrates to Ghazzah in the shortest time. Thus it would be known, generally, that an incident had occurred. Then pigeons would be sent from Ghazzah to Egypt. News of this event would be known in one day. The achievement of peace between the Tatars and the rulers of the Egyptian lands obviated this [mode of communication] and its [various] components fell into desuetude. Less speedy is the arrival of news by pigeon, and that is [because] the pigeon travels from only one country to another."
45,فإذا حدث فى أحد البلدين التى فيها الحمام حادث، كتبت البطايق، وعلقت بأجنحة الحمام وأرسل فيطل برجه الذى فى بلده فيحضر فى أسرع وقت، ولكن لا يسع معه استيفاء الخبر [على الطول] وإنما يلوح فيه بالضرورى من الأمر ليقع إحاطة العلم به.,"If in one of the countries which have pigeons an incident took place, letters are written and attached to the wings of pigeons and sent off. The pigeons would seek the tower which is in their country, and arrive in the shortest time possible. But it is not possible by this method to obtain [complete] information, rather the necessity of the matter is merely noted, vital information alone being cited."
46,ولا يخفى أن الحمام من أسرع المواصلات؛ فإن الحمام يقطع مسيرة عشرين يوماً فى بعض يوم. فقد حكى ابن سعيد فى كتابه “حيا المحل وجنى النحل” أن الوزير أبا الفرج يعقوب بن كلس، وزير العزيز أحد خلفاء الفاطميين,"It is obvious that pigeons are among the fastest means of communication because the pigeon covers the distance of twenty days’ walking in less than a day. Ibn Sa’id recounts in his book Haya al-mahl wa jana al-nahl [a story] about the wazir Abu al-Faraj Ya’qub b. Killis, the wazir of al-‘Aziz, one of the Fatimid Caliphs."
47,قال له العزيز: إنى لم أر القراصية البعلبكية قط، وإنى أحب أن أراها. وكان عند الوزير حمام من دمشق، وفى دمشق حمام من مصر؛ فكتب الوزير بطاقة وأرسله فى الحمام الذى كان عنده إلى دمشق,"Al-‘Aziz said to him, “I have never seen Baalbak cherries and I would like to see them.” The wazir had pigeons from Damascus and in Damascus were pigeons from Egypt. The wazir wrote a message and dispatched it by one of the pigeons to Damascus."
48,فأمرهم فيها بأن يعلقوا فى كل طائر من الحمام المصرى الذى بدمشق حبات من القراصية البعلبكية، فوصل الحمام إليهم بذلك، فعلقوا القراصية فى الوقت بأجنحة الحمام، ووجهوا بها إلى الديار المصرية، فطلع بها الوزير [من وقتها إلى الخليفة فى يوم طلبه إياها],"He ordered them in Damascus to attach to each wing of the Egyptian pigeon berries of Ba albak cherries. The pigeon arrived with this [message] and they attached the berries to the wings of the bird, immediately, as he had instructed them and they headed it towards Egypt. The wazir, upon its arrival, went up to the Caliph with [the cherries] on the same day that he ordered them."
49,فأعجب بذلك غاية الإعجاب. بل ربما زاد الحمام فى قطع المسافة عن هذا القدر. فقد حكى صاحب “الروض المعطار فى خبر الأقطار” أن الحمام كان يرسل من مصر إلى البصرة، وهى فوق بغداد فى الشرق، مما يزيد على عشرين يوماً.,"This astonished him greatly. But perhaps the pigeons took more than this time in passing [over] this distance. The author ofal-Rawdal-Mi’tarfi Khabar al-Aqtdr relates that pigeons used to be sent from Egypt to Basrah, and it is further than Baghdad to the East: a distance of more than twenty days."
50,وحكى ابن سعيد أيضاً فى كتابه “المغرب فى أخبار المغرب” أن الوزير اليازورى المغربى، وزير المستنصر الفاطمى خليفة مصر، وجه الحمام من مدينة تونس من أفريقية من بلاد المغرب، فجاء إلى مصر [العهد عليهم فى جميع ذلك].,"Ibn Sa’id also relates in his book al-Maghrib ft Akhbar al-Maghrib that the wazitr al-Yazuri al-Maghribi, the wagir of al-Mustansir al-Fatimi, the Caliph of Egypt, dispatched pigeons from the city of Tunis in Ifriqiyah of the regions of the Maghrib. They went to Egypt. Reliance for all these stories is upon them (i.e. the authors cited)."
51,وقد كانت أبراج الحمام بمملكة الديار المصرية فى الزمن المتقدم متصلة من قلعة الجبل، ثم إلى قوص، ثم إلى أسوان وعيذاب، وإلى الإسكندرية ودمياط والسويس من طريق الحج، وكذلك إلى دمشق وحلب وساير النيابات.,"The pigeon towers in the kingdom of the Egyptian regions at that time extended from the Citadel in Cairo tc Qus, and to Aswan and ‘Aydhab. and to Alexandria and Dimyat and Suways (Suez) on the Pilgrimage route; and likewise to Damascus and Halab and the rest of the administrative districts, al-niyabat."
52,وكان ذلك من النفع فى سرعة إيصال الخبر ما لا خفاء فيه على المتأمل. ودون ذلك فى سرعة إيصال الخبر البريد، وهو الذى يجئ بالكتب المطولة. وبالأخبار المفصلة,"That this method had value in speeding the dispatch of news is quite clear to a thoughtful person. Less swift [than pigeons] in the dispatching of news is the postal relay, al-bartd. It is the one which conveys lengthy written dispatches and detailed information."
53,فإن البريد يقطع غالباً مسيرة عشرين يوماً فى ثلاثة أيام، كما يقطع من دمشق إلى مصر فى هذا المقدار، وربما زاد على ذلك. فقد قطع بعض البريدية من حلب إلى مصر فى أربعة أيام. وقد كان البريد موجوداً فى زمن الأكاسرة ملوك الفرس، والقياصرة ملك الروم، واعتناء منهم لشأنه.,"The band reduces twenty days’ distance to three days, an example of which is reducing the distance from Damascus to Egypt to this period. Perhaps it tock mere time than this, for some of the relays have gone from Halab to Egypt in four days. The band had been in existence even in the rime of the Kosroes’, the kings of Persia, and the Caesars, the rulers of Rum, for they appreciated its importance."
54,ثم قرره فى الإسلام معاوية بن أبى سفيان أحد أصحاب النبى صلى الله عليه وسلم فى أيام خلافته، وبقى بعد ذلك أيام خلفاء بنى العباس وخلفاء بنى أمية، يستمر تارة وينقطع أخرى بحسب ما يقتضيه الحال.,"Then, in [the period of] Islam, Mu’awiyah b. Abi Sufyan, one of the Companions of the Prophet, established it in the days of his caliphate, and it remained after that into the days of the ‘Abbasid Caliphs and the Umayyad Caliphs, continuing uninterruptedly [for some time] and was suspended in other [times] as conditions dictated."
55,وكان المقرر له بغالا مقصوصة الأذناب. ليكون ذلك علامة لها يعرف بها أنها من بغال البريد، وتعاناه ملوك الإسلام فى أكثر الأقطار إلا بنى زنكى ملوك الشام، وبنو أيوب ملوك مصر؛ فإنهم أعدوا لذلك الهجن المنتخبة السابقة.,"Assigned to it were mules with docked tails, as a sign that they be known [and treated accordingly] as mules of the barid. The rulers of Islam in most of the [Islamic] regions maintained this system except the Zankids, the rulers of Syria, and the Ayyubids, rulers of Egypt, in that they chose excellent swift camels for this [service]."
56,وبقى الأمر على ذلك إلى أن انقرضت دولتهم، وجاءت الدولة التركية والأمر على ذلك. فلما ولى الملك الظاهر بيبرس البندقدارى – رحمه الله – السلطنة، واجتمع له ملك مصر والشام وحلب إلى الفرات، وأراد تواصل أخبار المملكة إليه، قرر البريد بالديار المصرية والبلاد الشامية.,"The situation continued thus until their regime disappeared and the Turkish regime (i.e. the Mamluks) took over. When al-Malik al-Zahir Baybars al-Bunduqdarl, may God have mercy upon him, established his authority and had united the lands of Egypt and Syria and Halab up to thr Euphrates for himself, he wanted information of the kingdom to reach him continuously. He established the band in the Egyptian lands and the Syrian regions."
57,وقد كانت [مراكز البريد] متصلة من القلعة المحروسة إلى الإسكندرية وإلى دمياط وإلى قوص، ثم من قوص تركب الهجن إلى أسوان وعيذاب. وكانت المراكز متصلة من القلعة أيضاً إلى ساير الممالك الشامية حتى تتصل بالفرات,Relay centers stretched from the well-guarded Citadel” ‘of Cairo) to Alexandria and to Dimyat and to Qus; then from Qus the dromedaries were ridden to Aswan and ‘Aydhab. Relay centers were stretched also from the Citadel to the rest of the Syrian possessions until it was connected with the Euphrates.
